序,代码,名称,最新,涨幅,涨跌,成交量,现量,买一价,卖一价,涨速,换手,成交额,市盈率,所属行业,最高,最低,开盘,昨收,振幅,量比,委比,委差,均价,内盘,外盘,内外比,买一量,卖一量,市净率,总股本,总市值,流通股本,流通市值,3日涨幅,6日涨幅,3日换手,6日换手
1055,'603612,索通发展,22.13,0.87%,0.19,19.1万手,1434手,22.12,22.13,0.05%,3.83%,4.14亿,13.35 ①,非金属材料Ⅲ,22.13,21.22,21.94,21.94,4.15%,1.05,14.99%,267手,21.7,10.4万手,8.70万手,1.19,316手,48手,1.87,4.98亿,110亿元,4.98亿,110亿元,-7.87%,-12.74%,12.89%,22.05%
1056,'600576,祥源文旅,5.83,0.87%,0.05,11.7万手,480手,5.82,5.83,0.17%,1.77%,6854万,84.95 ①,旅游及景区,5.94,5.76,5.83,5.78,3.11%,1.25,-26.31%,-1985手,5.86,4.82万手,6.89万手,0.7,1127手,463手,2.38,10.5亿,61.5亿元,6.60亿,38.5亿元,2.64%,-0.85%,4.51%,8.85%
1057,'600561,江西长运,7,0.86%,0.06,4.71万手,222手,6.99,7,0.14%,1.65%,3272万,亏损 ①,铁路公路,7.01,6.87,6.94,6.94,2.02%,0.83,-74.83%,-1784手,6.95,2.54万手,2.17万手,1.17,36手,796手,2.19,2.84亿,19.9亿元,2.84亿,19.9亿元,0.00%,-0.57%,5.69%,11.67%
1058,'603883,老百姓,12.84,0.86%,0.11,6.13万手,820手,12.83,12.84,0.00%,0.81%,7845万,9.23 ①,线下药店,12.92,12.66,12.66,12.73,2.04%,0.74,-33.96%,-917手,12.8,3.06万手,3.06万手,1,78手,174手,1.43,7.59亿,97.4亿元,7.59亿,97.4亿元,-4.11%,-7.36%,3.39%,6.25%
1059,'600198,大唐电信,9.37,0.86%,0.08,55.0万手,1.00万手,9.36,9.37,0.00%,4.22%,5.12亿,亏损 ①,通信设备,9.62,9.08,9.29,9.29,5.81%,0.46,-20.92%,-2037手,9.32,29.4万手,25.6万手,1.15,1850手,851手,63.47,13.0亿,122亿元,13.0亿,122亿元,-1.37%,-3.60%,14.12%,49.66%
1060,'601066,中信建投,22.28,0.86%,0.19,9.77万手,1644手,22.28,22.29,0.00%,0.15%,2.16亿,11.78 ①,非银金融,22.29,21.9,22.16,22.09,1.77%,0.82,-21.18%,-610手,22.12,4.64万手,5.14万手,0.9,288手,564手,2,77.6亿,1728亿元,65.0亿,1447亿元,-0.89%,-3.55%,0.46%,1.06%
1061,'605136,丽人丽妆,10.57,0.86%,0.09,7.11万手,391手,10.56,10.57,0.00%,1.78%,7535万,102.36 ①,互联网电商,10.75,10.44,10.47,10.48,2.96%,0.89,-63.81%,-783手,10.59,3.34万手,3.78万手,0.88,24手,188手,1.75,4.00亿,42.3亿元,4.00亿,42.3亿元,-0.09%,-4.52%,5.99%,11.80%
1062,'688283,坤恒顺维,48.21,0.86%,0.41,2.68万手,205手,48.21,48.23,-0.21%,2.20%,1.28亿,333.68 ①,通信设备,48.41,46.6,47.6,47.8,3.79%,0.93,62.39%,72手,47.55,1.45万手,1.23万手,1.18,8手,8手,5.93,1.22亿,58.7亿元,1.22亿,58.7亿元,6.33%,0.33%,7.66%,14.02%
1063,'603713,密尔克卫,53.08,0.86%,0.45,1.18万手,66手,53.07,53.08,0.02%,0.75%,6232万,11.38 ①,物流,53.2,52.51,53.15,52.63,1.31%,0.71,-1.25%,-2手,52.88,5986手,5801手,1.03,54手,13手,1.71,1.58亿,83.9亿元,1.58亿,83.9亿元,-3.53%,-8.20%,3.24%,5.98%
1064,'603066,音飞储存,11.84,0.85%,0.1,5.47万手,1029手,11.83,11.84,0.08%,1.86%,6442万,6.98 ①,物流,11.86,11.69,11.73,11.74,1.45%,0.83,-30.38%,-899手,11.77,2.77万手,2.70万手,1.02,382手,19手,2.28,2.94亿,34.8亿元,2.94亿,34.8亿元,1.63%,-1.50%,5.81%,13.07%
1065,'600467,好当家,2.37,0.85%,0.02,26.9万手,2154手,2.37,2.38,-0.42%,1.84%,6352万,110.44 ①,农林牧渔,2.38,2.34,2.35,2.35,1.70%,0.97,-4.84%,-3366手,2.36,11.7万手,15.2万手,0.77,6116手,1.47万手,1.01,14.6亿,34.6亿元,14.6亿,34.6亿元,-0.42%,-3.27%,5.24%,11.38%
1066,'688219,会通股份,11.89,0.85%,0.1,6.26万手,1293手,11.88,11.89,0.00%,1.14%,7411万,29.65 ①,改性塑料,11.97,11.74,11.82,11.79,1.95%,0.71,-50.95%,-811手,11.84,3.17万手,3.08万手,1.03,67手,16手,2.15,5.50亿,65.3亿元,5.50亿,65.3亿元,1.54%,0.93%,5.31%,9.13%
1067,'600125,铁龙物流,5.95,0.85%,0.05,10.3万手,1161手,5.95,5.96,-0.17%,0.79%,6127万,8.97 ①,铁路公路,5.98,5.87,5.89,5.9,1.86%,0.73,-45.82%,-1.08万手,5.95,4.49万手,5.81万手,0.77,1852手,686手,0.99,13.1亿,77.7亿元,13.1亿,77.7亿元,-0.50%,-1.98%,3.19%,6.16%
1068,'603886,元祖股份,11.96,0.84%,0.1,2.35万手,363手,11.96,11.97,0.34%,0.98%,2796万,亏损 ①,休闲食品,11.99,11.75,11.85,11.86,2.02%,0.58,-45.64%,-445手,11.9,1.14万手,1.21万手,0.94,30手,32手,1.94,2.40亿,28.7亿元,2.40亿,28.7亿元,-0.50%,-2.76%,4.16%,9.40%
1069,'601187,厦门银行,7.21,0.84%,0.06,9.02万手,791手,7.21,7.22,-0.14%,0.34%,6484万,6.86 ①,银行Ⅱ,7.23,7.13,7.17,7.15,1.40%,0.64,-20.17%,-1357手,7.19,4.24万手,4.78万手,0.89,494手,6手,0.7,26.4亿,190亿元,26.3亿,190亿元,-4.12%,-2.04%,1.57%,3.04%
1070,'601236,红塔证券,7.22,0.84%,0.06,8.07万手,1444手,7.22,7.23,0.00%,0.17%,5799万,43.45 ①,非银金融,7.23,7.14,7.17,7.16,1.26%,0.54,5.10%,483手,7.19,3.66万手,4.41万手,0.83,700手,1816手,1.33,47.2亿,341亿元,47.2亿,341亿元,-1.63%,-4.37%,0.66%,1.75%
1071,'603366,日出东方,8.44,0.84%,0.07,6.82万手,1001手,8.43,8.44,0.12%,0.84%,5738万,亏损 ①,厨卫电器,8.45,8.36,8.38,8.37,1.08%,0.43,-19.00%,-1947手,8.41,3.55万手,3.27万手,1.09,660手,2066手,1.6,8.13亿,68.6亿元,8.13亿,68.6亿元,-1.06%,-1.86%,3.13%,10.58%
1072,'600966,博汇纸业,6.04,0.83%,0.05,10.3万手,292手,6.03,6.04,0.00%,0.77%,6162万,36.45 ①,大宗用纸,6.07,5.91,5.99,5.99,2.67%,0.64,-31.21%,-2853手,6,4.77万手,5.50万手,0.87,318手,1270手,1.08,13.4亿,80.7亿元,13.4亿,80.7亿元,-1.15%,-7.08%,2.62%,6.80%
1073,'600874,创业环保,6.04,0.83%,0.05,6.55万手,678手,6.03,6.04,0.00%,0.53%,3940万,8.58 ①,水务及水治理,6.05,5.95,5.96,5.99,1.67%,0.45,-49.80%,-6294手,6.01,2.99万手,3.56万手,0.84,1044手,2947手,0.9,15.7亿,94.9亿元,12.3亿,74.3亿元,-0.49%,-3.82%,2.95%,6.45%
1074,'603728,鸣志电器,67.71,0.83%,0.56,14.8万手,1014手,67.7,67.71,0.01%,3.53%,10.0亿,513.18 ①,电力设备,69,67.01,67.48,67.15,2.96%,1.32,49.42%,512手,67.93,7.54万手,7.25万手,1.04,624手,113手,9.54,4.19亿,284亿元,4.19亿,284亿元,9.67%,5.95%,11.80%,16.90%
1075,'688526,科前生物,14.51,0.83%,0.12,7401手,89手,14.5,14.51,0.07%,0.16%,1071万,21.34 ①,动物保健Ⅱ,14.54,14.35,14.39,14.39,1.32%,0.5,-12.69%,-80手,14.47,3400手,4001手,0.85,32手,9手,1.57,4.66亿,67.6亿元,4.66亿,67.6亿元,-0.27%,-3.46%,0.92%,1.74%
1076,'603055,台华新材,8.48,0.83%,0.07,5.65万手,500手,8.48,8.49,0.00%,0.64%,4784万,14.33 ①,纺织服饰,8.57,8.36,8.4,8.41,2.50%,0.69,25.89%,1520手,8.47,2.49万手,3.16万手,0.79,883手,496手,1.4,8.90亿,75.5亿元,8.87亿,75.2亿元,-3.53%,-7.22%,3.03%,5.26%
