序,代码,名称,最新,涨幅,涨跌,成交量,现量,买一价,卖一价,涨速,换手,成交额,市盈率,所属行业,最高,最低,开盘,昨收,振幅,量比,委比,委差,均价,内盘,外盘,内外比,买一量,卖一量,市净率,总股本,总市值,流通股本,流通市值,3日涨幅,6日涨幅,3日换手,6日换手
2295,'603095,越剑智能,21.74,-2.51%,-0.56,11.7万手,1182手,21.74,21.75,-0.18%,4.52%,2.52亿,98.73 ①,专用设备,22.5,20.7,22.33,22.3,8.07%,0.76,-42.21%,-260手,21.57,5.86万手,5.82万手,1.01,73手,29手,2.4,2.58亿,56.1亿元,2.58亿,56.1亿元,-11.59%,-13.66%,14.69%,34.27%
2296,'688125,安达智能,202.05,-2.54%,-5.26,1.30万手,93手,202.05,202.1,-0.45%,1.60%,2.60亿,亏损 ①,其他自动化设备,206.27,194.71,206.27,207.31,5.58%,0.77,16.12%,19手,199.68,7206手,5837手,1.23,30手,2手,9.25,8213万,166亿元,8169万,165亿元,-9.39%,-4.74%,4.79%,11.93%
2297,'600130,波导股份,6.47,-2.56%,-0.17,128万手,3.68万手,6.46,6.47,0.00%,17.09%,8.18亿,474.46 ①,消费电子,6.51,6.2,6.36,6.64,4.67%,0.69,7.60%,2262手,6.38,69.8万手,58.4万手,1.2,5825手,2191手,5.34,7.50亿,48.5亿元,7.50亿,48.5亿元,9.85%,-0.15%,73.35%,141.72%
2298,'600301,华锡有色,54.3,-2.57%,-1.43,9.13万手,1424手,54.29,54.3,-0.04%,3.32%,4.98亿,47.21 ①,小金属,56.8,53.34,55.73,55.73,6.21%,0.67,-78.71%,-244手,54.47,4.73万手,4.41万手,1.07,2手,78手,6.89,6.33亿,343亿元,2.75亿,150亿元,-7.98%,-13.66%,12.40%,28.15%
2299,'603091,众鑫股份,83.5,-2.57%,-2.2,6682手,74手,83.5,83.53,0.48%,2.13%,5589万,22.75 ①,纸包装,85.59,82.5,85.41,85.7,3.61%,1.14,21.77%,12手,83.64,3396手,3286手,1.03,2手,8手,3.74,1.02亿,85.4亿元,3144万,26.3亿元,-2.54%,-0.67%,5.82%,11.46%
2300,'688046,药康生物,20.65,-2.59%,-0.55,4.41万手,480手,20.62,20.65,0.24%,1.08%,9128万,44.94 ①,医疗服务,21.47,20.35,21.01,21.2,5.28%,0.78,-11.30%,-73手,20.7,2.05万手,2.36万手,0.87,28手,144手,3.72,4.10亿,84.7亿元,4.10亿,84.7亿元,-0.53%,-5.28%,3.84%,7.97%
2301,'688816,易思维,75.02,-2.60%,-2,3.22万手,357手,75.02,75.03,0.01%,16.70%,2.40亿,亏损 ①,其他自动化设备,75.9,73.18,75.84,77.02,3.53%,1.2,26.20%,64手,74.43,1.85万手,1.37万手,1.36,9手,12手,4.12,1.00亿,75.0亿元,1928万,14.5亿元,8.90%,5.98%,55.74%,86.10%
2302,'603017,中衡设计,14.57,-2.61%,-0.39,14.0万手,2253手,14.56,14.57,0.00%,5.07%,2.02亿,48.01 ①,建筑装饰,14.92,14.15,14.78,14.96,5.15%,0.83,1.12%,18手,14.45,7.69万手,6.33万手,1.22,140手,317手,2.7,2.76亿,40.2亿元,2.76亿,40.2亿元,-3.45%,-9.50%,14.17%,35.50%
2303,'600573,惠泉啤酒,12.68,-2.61%,-0.34,13.2万手,1525手,12.68,12.69,0.16%,5.29%,1.69亿,96.36 ①,食品饮料,13.11,12.57,12.99,13.02,4.15%,0.85,55.45%,1190手,12.75,6.82万手,6.41万手,1.06,56手,109手,2.32,2.50亿,31.7亿元,2.50亿,31.7亿元,-7.31%,-9.17%,19.44%,36.59%
2304,'601969,海南矿业,10.81,-2.61%,-0.29,31.2万手,1628手,10.81,10.82,-0.18%,1.58%,3.37亿,26.83 ①,油气开采Ⅱ,11.08,10.57,11,11.1,4.59%,0.89,7.64%,317手,10.78,19.5万手,11.7万手,1.66,66手,228手,3.08,19.9亿,215亿元,19.7亿,213亿元,-2.52%,-7.84%,5.52%,10.43%
2305,'603615,茶花股份,22.28,-2.62%,-0.6,4.48万手,283手,22.28,22.29,-0.13%,1.85%,9970万,268.60 ①,轻工制造,22.66,21.96,22.62,22.88,3.06%,0.8,-33.45%,-192手,22.26,2.28万手,2.20万手,1.04,2手,6手,4.69,2.42亿,53.9亿元,2.42亿,53.9亿元,-3.72%,-1.07%,6.04%,13.41%
2306,'688353,华盛锂电,98.29,-2.63%,-2.65,4.66万手,453手,98.29,98.3,-0.11%,2.92%,4.58亿,40.40 ①,电力设备,101.48,96.8,101.01,100.94,4.64%,0.91,8.25%,16手,98.27,2.37万手,2.29万手,1.03,40手,38手,4.44,1.59亿,157亿元,1.59亿,157亿元,-2.35%,-8.41%,8.57%,18.94%
2307,'603239,浙江仙通,22.92,-2.63%,-0.62,5.35万手,681手,22.92,22.93,0.00%,1.98%,1.24亿,31.60 ①,汽车,24.35,22.79,23.33,23.54,6.63%,0.78,-4.32%,-24手,23.15,3.19万手,2.17万手,1.47,35手,162手,4.51,2.71亿,62.0亿元,2.71亿,62.0亿元,-0.04%,-8.79%,7.25%,14.68%
2308,'688733,壹石通,37.25,-2.64%,-1.01,8.95万手,553手,37.25,37.26,0.00%,4.48%,3.31亿,4436.92 ①,电力设备,38,36.06,37.39,38.26,5.07%,0.73,-18.88%,-142手,37,4.63万手,4.32万手,1.07,149手,28手,3.56,2.00亿,74.4亿元,2.00亿,74.4亿元,1.78%,11.46%,16.08%,34.99%
2309,'601958,金钼股份,20.99,-2.64%,-0.57,48.2万手,5206手,20.99,21,-0.19%,1.49%,10.1亿,18.78 ①,小金属,21.53,20.56,21.5,21.56,4.50%,0.72,-15.52%,-365手,20.9,25.1万手,23.1万手,1.09,271手,183手,3.42,32.3亿,677亿元,32.3亿,677亿元,-5.32%,-1.18%,5.15%,11.90%
2310,'600935,华塑股份,2.57,-2.65%,-0.07,45.4万手,3598手,2.57,2.58,0.00%,1.30%,1.17亿,亏损 ①,化学原料,2.64,2.55,2.64,2.64,3.41%,1.08,48.03%,5.28万手,2.58,31.3万手,14.2万手,2.21,1.55万手,9417手,1.56,35.9亿,92.4亿元,35.1亿,90.1亿元,-1.53%,-1.53%,4.63%,7.30%
2311,'605090,九丰能源,42.21,-2.67%,-1.16,18.5万手,1411手,42.2,42.21,0.00%,2.62%,7.80亿,17.15 ①,燃气Ⅱ,43.55,41.51,43.38,43.37,4.70%,0.7,-35.14%,-1282手,42.21,9.79万手,8.70万手,1.12,274手,2113手,2.53,7.06亿,298亿元,7.05亿,297亿元,-6.01%,-11.32%,8.35%,21.41%
2312,'600601,方正科技,12.36,-2.68%,-0.34,193万手,1.36万手,12.36,12.37,0.00%,4.62%,23.6亿,57.01 ①,印制电路板,12.58,12,12.58,12.7,4.57%,0.48,-17.11%,-3514手,12.24,106万手,87.2万手,1.21,3223手,2458手,10.83,42.7亿,528亿元,41.7亿,515亿元,-6.36%,-7.28%,15.93%,53.14%
2313,'603906,龙蟠科技,26.86,-2.68%,-0.74,35.1万手,2579手,26.86,26.87,0.00%,6.20%,9.40亿,24.39 ①,电力设备,27.5,26.45,27.2,27.6,3.80%,0.88,65.09%,1249手,26.81,18.4万手,16.6万手,1.11,4手,38手,6.05,7.78亿,209亿元,5.65亿,152亿元,-3.52%,-10.76%,17.96%,41.33%
2314,'603365,水星家纺,19.57,-2.69%,-0.54,3.19万手,197手,19.56,19.57,0.05%,1.23%,6317万,12.22 ①,家纺,20.26,19.51,20.26,20.11,3.73%,0.79,12.28%,42手,19.77,1.79万手,1.41万手,1.27,87手,63手,1.59,2.62亿,51.4亿元,2.60亿,50.8亿元,-3.60%,-4.49%,4.22%,8.98%
2315,'688129,东来技术,28.98,-2.69%,-0.8,2.02万手,209手,28.98,29,-0.17%,1.68%,5865万,38.19 ①,化学制品,30.2,28.51,29.76,29.78,5.67%,1.14,-24.58%,-52手,28.96,1.03万手,9903手,1.04,13手,3手,3.38,1.20亿,34.9亿元,1.20亿,34.9亿元,0.07%,-2.69%,6.37%,9.08%
2316,'688091,上海谊众,61.63,-2.70%,-1.71,6.10万手,546手,61.63,61.64,-0.05%,2.95%,3.75亿,175.30 ①,化学制剂,63.37,60.5,63.28,63.34,4.53%,0.97,-27.86%,-164手,61.52,2.87万手,3.23万手,0.89,84手,10手,8.79,2.07亿,127亿元,2.07亿,127亿元,-1.77%,-4.92%,9.40%,18.14%
2317,'601330,绿色动力,9.73,-2.70%,-0.27,54.0万手,6809手,9.73,9.74,0.10%,5.46%,5.27亿,16.85 ①,环保,10,9.61,10,10,3.90%,0.92,56.55%,8966手,9.75,30.7万手,23.3万手,1.32,186手,507手,1.68,14.3亿,139亿元,9.89亿,96.2亿元,6.57%,9.57%,19.68%,35.16%
2318,'600289,ST信通,6.47,-2.71%,-0.18,11.0万手,948手,6.47,6.48,-0.15%,1.95%,7210万,亏损 ①,通信工程及服务,6.7,6.37,6.65,6.65,4.96%,1.73,-40.59%,-817手,6.54,7.21万手,3.82万手,1.89,144手,258手,4.54,6.31亿,40.8亿元,5.66亿,36.6亿元,5.37%,5.72%,4.49%,7.57%
2319,'603439,三力制药,12.51,-2.72%,-0.35,10.4万手,1348手,12.51,12.52,-0.08%,2.57%,1.31亿,28.80 ①,中药Ⅱ,13.24,12.38,12.92,12.86,6.69%,0.66,73.73%,1504手,12.62,5.78万手,4.61万手,1.25,750手,84手,3.43,4.09亿,51.2亿元,4.04亿,50.5亿元,4.34%,4.51%,10.38%,22.00%
2320,'600133,东湖高新,9.65,-2.72%,-0.27,47.8万手,7093手,9.64,9.65,-0.10%,4.49%,4.61亿,亏损 ①,环保,9.85,9.5,9.81,9.92,3.53%,0.8,-29.18%,-2755手,9.63,29.1万手,18.7万手,1.56,257手,499手,1.13,10.7亿,103亿元,10.7亿,103亿元,0.00%,4.55%,16.83%,32.58%
2321,'601118,海南橡胶,7.14,-2.72%,-0.2,61.0万手,3228手,7.14,7.15,-0.14%,1.43%,4.34亿,亏损 ①,其他种植业,7.51,6.95,7.36,7.34,7.63%,0.91,11.58%,1848手,7.1,36.3万手,24.7万手,1.47,4782手,703手,3.19,42.8亿,306亿元,42.8亿,306亿元,-3.77%,-3.90%,4.31%,9.28%
2322,'600761,安徽合力,18.82,-2.74%,-0.53,20.8万手,967手,18.81,18.82,0.05%,2.33%,3.92亿,12.87 ①,工程机械整机,19.42,18.65,19.35,19.35,3.98%,0.92,65.31%,817手,18.9,11.2万手,9.56万手,1.17,179手,16手,1.5,8.91亿,168亿元,8.91亿,168亿元,-5.33%,-7.15%,6.42%,14.99%
2323,'603026,石大胜华,97.15,-2.75%,-2.75,12.7万手,998手,97.15,97.16,-0.02%,5.46%,12.3亿,20.07 ①,电力设备,99.8,95.5,98.87,99.9,4.30%,0.78,-37.76%,-370手,96.94,6.31万手,6.39万手,0.99,243手,434手,4.35,2.33亿,226亿元,2.33亿,226亿元,-0.26%,-7.18%,18.91%,40.37%
2324,'600693,东百集团,9.87,-2.76%,-0.28,37.7万手,3754手,9.87,9.88,-0.10%,4.34%,3.74亿,47.68 ①,商贸零售,10.18,9.73,10.1,10.15,4.43%,0.7,-22.47%,-2016手,9.92,21.9万手,15.8万手,1.39,2032手,1332手,2.38,8.70亿,85.9亿元,8.69亿,85.8亿元,-7.93%,-15.78%,15.05%,35.23%
2325,'605566,福莱蒽特,35.77,-2.77%,-1.02,5.82万手,812手,35.77,35.78,-0.03%,4.36%,2.10亿,47.60 ①,化学制品,38.29,35.35,36.43,36.79,7.99%,0.94,17.67%,82手,36.17,3.61万手,2.21万手,1.63,156手,25手,2.35,1.33亿,47.7亿元,1.33亿,47.7亿元,1.59%,0.11%,13.30%,27.64%
2326,'603738,泰晶科技,52.5,-2.78%,-1.5,53.1万手,7254手,52.49,52.5,-0.38%,13.75%,27.5亿,219.78 ①,被动元件,54.78,50.34,53.83,54,8.22%,0.8,-47.35%,-550手,51.92,26.9万手,26.2万手,1.03,13手,534手,11.14,3.86亿,203亿元,3.86亿,203亿元,-0.91%,1.53%,49.26%,99.64%
2327,'603843,*ST正平,8.72,-2.79%,-0.25,17.8万手,1916手,8.71,8.72,0.00%,2.54%,1.56亿,亏损 ①,建筑装饰,8.95,8.67,8.84,8.97,3.12%,0.75,-7.00%,-485手,8.77,10.9万手,6.85万手,1.59,370手,2772手,236.82,7.00亿,61.0亿元,7.00亿,61.0亿元,-4.07%,-7.04%,7.11%,19.53%
2328,'600527,江南高纤,2.79,-2.79%,-0.08,102万手,1.29万手,2.78,2.79,-0.36%,5.88%,2.83亿,153.99 ①,纺织服饰,2.9,2.74,2.89,2.87,5.57%,0.73,33.72%,2.88万手,2.78,63.3万手,38.5万手,1.64,1.32万手,145手,2.33,17.3亿,48.3亿元,17.3亿,48.3亿元,-4.12%,-10.86%,19.29%,45.98%
2329,'600110,诺德股份,9.72,-2.80%,-0.28,92.4万手,1.29万手,9.72,9.73,-0.10%,5.32%,8.97亿,105.18 ①,电力设备,10.01,9.54,9.88,10,4.70%,0.69,-13.63%,-2550手,9.71,50.7万手,41.6万手,1.22,2321手,2466手,2.99,17.4亿,169亿元,17.4亿,169亿元,-6.81%,-11.23%,18.92%,43.83%
2330,'600111,北方稀土,50.25,-2.80%,-1.45,110万手,1.01万手,50.25,50.26,0.00%,3.05%,55.2亿,49.48 ①,小金属,51.58,49.5,51.2,51.7,4.02%,0.66,54.76%,6213手,50.07,61.5万手,48.8万手,1.26,3560手,603手,7.1,36.2亿,1817亿元,36.2亿,1817亿元,-5.67%,-13.14%,10.91%,26.04%
2331,'600230,沧州大化,16.51,-2.83%,-0.48,11.6万手,1029手,16.51,16.52,0.00%,2.81%,1.93亿,29.55 ①,聚氨酯,17.04,16.37,16.91,16.99,3.94%,0.76,46.78%,691手,16.58,6.71万手,4.90万手,1.37,314手,68手,1.68,4.14亿,68.3亿元,4.14亿,68.3亿元,-6.14%,-4.84%,8.85%,21.23%
2332,'688811,有研复材,31.93,-2.83%,-0.93,44.7万手,2494手,31.93,31.94,-0.13%,48.55%,15.1亿,15055.28 ①,有色金属,36.57,31.8,32.43,32.86,14.52%,1.9,52.44%,870手,33.65,23.1万手,21.6万手,1.07,38手,2手,14.68,5.02亿,160亿元,9213万,29.4亿元,18.65%,10.52%,104.66%,176.59%
2333,'688679,通源环境,64.66,-2.85%,-1.9,6.74万手,514手,64.6,64.66,0.00%,5.12%,4.43亿,3977.16 ①,环保,68.87,62.71,67.42,66.56,9.25%,1.38,-31.34%,-61手,65.76,3.83万手,2.91万手,1.31,45手,54手,7.76,1.32亿,85.2亿元,1.32亿,85.2亿元,0.50%,4.66%,14.50%,23.68%
2334,'688820,盛合晶微,182.67,-2.89%,-5.43,37.4万手,3385手,182.66,182.67,-0.01%,21.62%,67.2亿,444.62 ①,半导体,186.66,171.58,180.88,188.1,8.02%,0.76,-73.74%,-1865手,179.72,19.5万手,17.9万手,1.09,73手,239手,20.01,18.6亿,3403亿元,1.73亿,316亿元,18.00%,26.42%,82.64%,163.08%
2335,'600362,江西铜业,44.12,-2.90%,-1.32,38.3万手,3766手,44.12,44.13,-0.02%,1.85%,16.9亿,13.56 ①,铜,45.19,43.37,45.11,45.44,4.01%,0.58,12.52%,366手,44.06,21.4万手,16.9万手,1.26,931手,272手,1.82,34.6亿,1528亿元,20.8亿,916亿元,-8.84%,-8.60%,6.90%,17.87%
2336,'603978,深圳新星,32.06,-2.91%,-0.96,14.3万手,1530手,32.06,32.07,0.03%,6.75%,4.59亿,93.79 ①,有色金属,33.18,31.75,32.69,33.02,4.33%,0.64,44.41%,580手,32.23,7.65万手,6.60万手,1.16,157手,73手,4.08,2.11亿,67.7亿元,2.11亿,67.7亿元,1.14%,4.16%,26.73%,59.57%
2337,'600299,安迪苏,11.65,-2.92%,-0.35,17.6万手,1114手,11.64,11.65,0.17%,0.65%,2.05亿,29.36 ①,化学制品,12.07,11.46,12.07,12,5.08%,1.19,20.76%,392手,11.69,8.50万手,9.05万手,0.94,2手,220手,1.83,30.8亿,359亿元,26.8亿,312亿元,-7.47%,-6.28%,1.67%,3.41%
2338,'603903,中持股份,14.15,-2.95%,-0.43,21.2万手,3072手,14.14,14.15,0.07%,8.30%,2.97亿,52.37 ①,水务及水治理,14.44,13.74,14.44,14.58,4.80%,0.94,64.65%,2575手,14.01,12.3万手,8.89万手,1.38,857手,77手,2.53,2.55亿,36.1亿元,2.55亿,36.1亿元,3.66%,12.03%,33.84%,52.46%
2339,'688109,品茗科技,91.5,-2.96%,-2.79,1.56万手,150手,91.5,91.53,0.03%,1.98%,1.45亿,亏损 ①,软件开发,96.45,90.96,93.97,94.29,5.82%,0.79,-26.17%,-47手,92.69,8685手,6961手,1.25,14手,58手,9.09,7884万,72.1亿元,7884万,72.1亿元,-3.79%,-2.25%,5.77%,14.55%
2340,'688215,瑞晟智能,76.29,-2.98%,-2.34,1.09万手,58手,76.25,76.29,0.04%,1.75%,8361万,133.79 ①,其他自动化设备,78.8,75.75,78.07,78.63,3.88%,0.99,-2.70%,-4手,76.6,7102手,3813手,1.86,50手,34手,9.66,6242万,47.6亿元,6242万,47.6亿元,0.08%,0.04%,6.75%,10.61%
2341,'600410,华胜天成,22.76,-2.98%,-0.7,86.0万手,1.02万手,22.75,22.76,0.00%,7.85%,19.5亿,亏损 ①,IT服务Ⅲ,23.15,22.1,23,23.46,4.48%,0.66,15.56%,1929手,22.64,48.1万手,37.9万手,1.27,5567手,561手,5.79,11.0亿,250亿元,11.0亿,250亿元,-1.13%,-0.35%,24.28%,67.71%
2342,'603619,中曼石油,29.34,-3.01%,-0.91,16.5万手,1566手,29.33,29.34,-0.03%,3.57%,4.84亿,107.13 ①,油服工程,29.98,28.95,29.68,30.25,3.40%,1.03,-32.19%,-263手,29.3,8.36万手,8.15万手,1.03,111手,109手,3.11,4.62亿,136亿元,4.62亿,136亿元,1.95%,0.65%,12.81%,20.90%
2343,'603132,金徽股份,18.59,-3.03%,-0.58,6.98万手,161手,18.59,18.6,0.00%,0.71%,1.31亿,22.18 ①,有色金属,19.21,18.5,19.19,19.17,3.70%,0.8,-53.72%,-469手,18.74,3.16万手,3.82万手,0.83,90手,107手,5.33,9.78亿,182亿元,9.78亿,182亿元,-6.11%,-5.35%,2.62%,5.16%
2344,'688335,复洁科技,28.18,-3.03%,-0.88,6.22万手,231手,28.18,28.2,-0.56%,4.20%,1.71亿,亏损 ①,水务及水治理,29,26.49,28.88,29.06,8.64%,2.05,60.60%,238手,27.54,3.11万手,3.11万手,1,236手,10手,3.69,1.48亿,41.7亿元,1.48亿,41.7亿元,-3.16%,-8.86%,8.30%,14.43%
2345,'603663,三祥新材,41.57,-3.03%,-1.3,8.76万手,397手,41.56,41.57,-0.10%,2.07%,3.66亿,119.25 ①,化学原料,43.04,41.35,42.86,42.87,3.94%,0.81,4.46%,17手,41.73,4.62万手,4.15万手,1.11,4手,1手,12.66,4.23亿,176亿元,4.23亿,176亿元,-0.57%,-8.31%,7.27%,14.80%
2346,'600392,盛和资源,23.32,-3.04%,-0.73,58.6万手,4410手,23.32,23.33,-0.17%,3.34%,13.6亿,31.22 ①,小金属,23.99,22.81,23.95,24.05,4.91%,0.78,46.57%,2693手,23.18,32.5万手,26.1万手,1.24,1026手,105手,3.18,17.5亿,409亿元,17.5亿,409亿元,-7.46%,-15.48%,11.17%,24.90%
2347,'603296,华勤技术,108.9,-3.04%,-3.42,27.0万手,1617手,108.89,108.9,0.00%,4.73%,28.8亿,27.58 ①,消费电子,112.8,104.39,112.41,112.32,7.49%,1.37,-11.38%,-23手,106.95,13.0万手,14.0万手,0.93,43手,40手,4.13,10.7亿,1170亿元,5.70亿,621亿元,-5.06%,-5.18%,10.55%,21.94%
2348,'600367,红星发展,25.1,-3.05%,-0.79,32.0万手,2218手,25.1,25.12,0.12%,9.93%,7.99亿,74.72 ①,化学原料,25.64,24.39,25.58,25.89,4.83%,0.83,90.24%,4846手,24.98,19.4万手,12.6万手,1.54,935手,38手,3.44,3.41亿,85.6亿元,3.22亿,80.8亿元,3.98%,4.45%,35.22%,69.87%
2349,'601126,四方股份,81.58,-3.07%,-2.58,33.4万手,2804手,81.58,81.59,-0.01%,4.04%,27.6亿,62.78 ①,电力设备,87.4,80.89,83.32,84.16,7.74%,0.93,33.78%,594手,82.82,16.9万手,16.5万手,1.02,46手,367手,13.15,8.33亿,680亿元,8.25亿,673亿元,10.12%,18.54%,12.39%,25.72%
2350,'603601,再升科技,17.99,-3.07%,-0.57,306万手,2.19万手,17.99,18,0.00%,26.75%,56.8亿,359.11 ①,建筑装饰,19.99,17.56,19.1,18.56,13.09%,1.49,20.39%,4139手,18.58,164万手,142万手,1.15,820手,5869手,7.59,11.4亿,206亿元,11.4亿,206亿元,8.57%,0.50%,59.05%,116.71%
2351,'603228,景旺电子,71.28,-3.07%,-2.26,32.4万手,2334手,71.28,71.29,-0.03%,3.32%,22.7亿,75.42 ①,印制电路板,72.93,68.06,72.93,73.54,6.62%,0.81,-31.50%,-560手,70.18,17.2万手,15.2万手,1.13,356手,226手,5.28,9.85亿,702亿元,9.76亿,696亿元,-2.95%,-5.34%,9.52%,23.76%
2352,'600676,交运股份,7.84,-3.09%,-0.25,46.8万手,7918手,7.84,7.85,-0.25%,4.55%,3.75亿,亏损 ①,汽车综合服务,8.35,7.83,8.25,8.09,6.43%,1.71,51.91%,3256手,8.01,25.2万手,21.6万手,1.16,251手,367手,1.69,10.3亿,80.6亿元,10.3亿,80.6亿元,7.99%,-9.05%,8.65%,17.85%
2353,'600618,氯碱化工,11.58,-3.10%,-0.37,15.1万手,1656手,11.58,11.59,-0.09%,2.01%,1.75亿,16.27 ①,化学原料,11.92,11.43,11.86,11.95,4.10%,0.89,21.30%,617手,11.6,8.68万手,6.42万手,1.35,240手,369手,1.41,11.6亿,134亿元,7.50亿,86.8亿元,-5.78%,-5.70%,8.92%,13.31%
2354,'688367,工大高科,37.58,-3.12%,-1.21,2.27万手,108手,37.58,37.6,0.00%,2.59%,8529万,2719.79 ①,轨交设备Ⅱ,39.37,37.08,39.37,38.79,5.90%,0.61,-1.44%,-7手,37.64,1.43万手,8398手,1.7,218手,67手,5.53,8762万,32.9亿元,8762万,32.9亿元,-2.47%,-9.23%,9.42%,23.71%
2355,'600545,卓郎智能,5.9,-3.12%,-0.19,140万手,1.90万手,5.9,5.91,-0.17%,7.84%,8.23亿,亏损 ①,专用设备,6.15,5.75,6.04,6.09,6.57%,0.59,-8.19%,-1799手,5.87,78.7万手,61.4万手,1.28,1198手,1561手,4.02,17.9亿,105亿元,17.9亿,105亿元,-10.74%,-2.64%,29.55%,73.99%
2356,'600259,中稀有色,89.4,-3.12%,-2.88,13.9万手,1390手,89.4,89.41,-0.01%,4.12%,12.3亿,44.00 ①,小金属,92.47,87.5,92,92.28,5.39%,0.66,38.81%,228手,88.86,7.32万手,6.55万手,1.12,119手,26手,8.21,3.36亿,301亿元,3.36亿,301亿元,-11.36%,-17.95%,16.45%,35.26%
2357,'600325,华发股份,3.1,-3.13%,-0.1,65.0万手,4482手,3.1,3.11,-0.32%,2.36%,2.05亿,亏损 ①,房地产开发,3.23,3.08,3.2,3.2,4.69%,1.03,-11.73%,-1.02万手,3.15,43.2万手,21.8万手,1.98,4586手,1529手,0.99,27.5亿,85.3亿元,27.5亿,85.3亿元,-8.82%,-16.44%,6.57%,13.84%
2358,'601678,滨化股份,6.19,-3.13%,-0.2,358万手,3.99万手,6.18,6.19,0.16%,17.51%,22.1亿,21.74 ①,化学原料,6.39,6,6.39,6.39,6.10%,2.8,-4.04%,-2167手,6.18,187万手,171万手,1.1,9246手,2310手,1.09,20.6亿,127亿元,20.4亿,126亿元,17.23%,22.09%,36.30%,48.80%
2359,'600724,宁波富达,7.71,-3.14%,-0.25,14.6万手,1700手,7.7,7.71,0.13%,1.01%,1.13亿,46.39 ①,房地产服务,8,7.63,7.93,7.96,4.65%,0.88,-1.58%,-88手,7.74,7.07万手,7.50万手,0.94,1001手,258手,3.94,14.5亿,111亿元,14.4亿,111亿元,-6.20%,-3.02%,2.78%,6.72%
2360,'600736,苏州高新,8,-3.15%,-0.26,76.9万手,8168手,8,8.01,0.13%,6.68%,6.15亿,10.70 ①,房地产开发,8.26,7.88,8.2,8.26,4.60%,0.56,10.61%,1650手,7.99,42.9万手,34.0万手,1.26,2084手,1503手,1.24,11.5亿,92.1亿元,11.5亿,92.1亿元,-6.98%,-19.27%,24.18%,66.24%
2361,'601698,中国卫通,34.32,-3.24%,-1.15,60.9万手,3908手,34.32,34.33,0.00%,1.44%,20.8亿,1350.34 ①,国防军工,35,33.65,35,35.47,3.81%,0.92,11.81%,479手,34.18,33.4万手,27.5万手,1.21,841手,857手,9.08,42.2亿,1450亿元,42.2亿,1450亿元,-3.87%,-13.79%,4.02%,9.25%
2362,'603665,康隆达,31.92,-3.24%,-1.07,9.29万手,1503手,31.92,31.97,0.19%,5.80%,2.99亿,79.97 ①,鞋帽及其他,33.88,31,32.73,32.99,8.73%,1.9,-53.57%,-180手,32.15,4.93万手,4.36万手,1.13,2手,133手,7.75,1.60亿,51.1亿元,1.60亿,51.1亿元,4.48%,4.59%,15.34%,21.11%
2363,'603336,宏辉果蔬,12.47,-3.26%,-0.42,27.0万手,4269手,12.47,12.48,0.00%,4.44%,3.34亿,630.70 ①,其他种植业,12.92,12,12.9,12.89,7.14%,1.63,25.51%,1122手,12.36,13.2万手,13.9万手,0.95,1736手,439手,5.28,6.09亿,75.9亿元,6.09亿,75.9亿元,0.65%,0.08%,10.25%,18.06%
2364,'600007,中国国贸,20.95,-3.37%,-0.73,3.25万手,458手,20.95,20.96,-0.05%,0.32%,6875万,17.27 ①,商业地产,21.92,20.87,21.68,21.68,4.84%,0.98,6.98%,44手,21.13,1.74万手,1.51万手,1.15,96手,16手,2.1,10.1亿,211亿元,10.1亿,211亿元,-0.33%,-6.05%,1.08%,1.97%
2365,'600530,交大昂立,6.88,-3.37%,-0.24,36.9万手,7727手,6.88,6.89,-0.29%,4.76%,2.60亿,亏损 ①,食品饮料,7.52,6.8,7.26,7.12,10.11%,0.72,66.30%,2967手,7.05,19.5万手,17.3万手,1.13,757手,378手,16.96,7.75亿,53.3亿元,7.75亿,53.3亿元,-12.91%,5.04%,16.44%,37.68%
2366,'600426,华鲁恒升,32.08,-3.37%,-1.12,38.7万手,3174手,32.08,32.09,-0.06%,1.83%,12.5亿,15.19 ①,农化制品,33.06,31.94,33.03,33.2,3.37%,1.63,59.91%,616手,32.25,18.5万手,20.2万手,0.91,85手,27手,1.99,21.2亿,679亿元,21.2亿,679亿元,-5.56%,-7.87%,4.23%,7.45%
2367,'688178,万德斯,35.6,-3.39%,-1.25,2.32万手,152手,35.6,35.63,0.00%,2.73%,8204万,66.59 ①,环保,36.9,34.6,36.9,36.85,6.24%,1.15,4.61%,22手,35.41,1.18万手,1.14万手,1.04,13手,96手,3.26,8500万,30.3亿元,8500万,30.3亿元,-3.39%,-6.32%,7.00%,14.54%
2368,'600844,金煤科技,3.4,-3.41%,-0.12,37.6万手,2230手,3.39,3.4,0.29%,4.57%,1.28亿,亏损 ①,化学原料,3.53,3.35,3.49,3.52,5.11%,0.96,23.66%,5122手,3.42,22.9万手,14.6万手,1.57,1850手,5297手,65.96,10.2亿,34.6亿元,8.23亿,28.0亿元,-0.58%,-5.82%,14.19%,28.38%
2369,'603320,迪贝电气,25.08,-3.43%,-0.89,5.97万手,582手,25.08,25.1,-0.16%,4.00%,1.51亿,58.45 ①,电力设备,26.48,24.77,26.47,25.97,6.58%,0.76,34.18%,107手,25.37,3.22万手,2.75万手,1.17,40手,20手,3.13,1.49亿,37.4亿元,1.49亿,37.4亿元,1.74%,4.94%,14.63%,30.41%
