序,代码,名称,最新,涨幅,涨跌,成交量,现量,买一价,卖一价,涨速,换手,成交额,市盈率,所属行业,最高,最低,开盘,昨收,振幅,量比,委比,委差,均价,内盘,外盘,内外比,买一量,卖一量,市净率,总股本,总市值,流通股本,流通市值,3日涨幅,6日涨幅,3日换手,6日换手
1,'920718,合肥高科,16.08,17.29%,2.37,10.7万手,797手,16.08,16.09,0.63%,24.83%,1.65亿,271.75 ①,家用电器,17.1,13.2,13.71,13.71,28.45%,7.11,31.90%,233手,15.38,5.25万手,5.46万手,0.96,33手,33手,2.5,9067万,14.6亿元,4311万,6.93亿元,29.68%,23.12%,39.25%,42.30%
2,'920475,三友科技,16.45,16.17%,2.29,5.54万手,1238手,16.45,16.46,0.18%,9.85%,9006万,119.61 ①,专用设备,17.51,14.3,14.3,14.16,22.67%,3.71,44.25%,267手,16.27,2.72万手,2.81万手,0.97,80手,44手,4.71,1.01亿,16.6亿元,5620万,9.24亿元,11.90%,12.67%,14.70%,23.14%
3,'920690,捷众科技,29.78,13.79%,3.61,4.90万手,564手,29.77,29.78,0.00%,11.37%,1.45亿,34.33 ①,车身附件及饰件,31.14,26.2,26.7,26.17,18.88%,4.36,-11.29%,-59手,29.5,2.31万手,2.59万手,0.89,54手,240手,3.2,6630万,19.7亿元,4310万,12.8亿元,13.40%,7.59%,18.16%,24.42%
4,'920402,硅烷科技,10.73,12.00%,1.15,16.1万手,4256手,10.73,10.74,0.09%,5.91%,1.67亿,亏损 ①,化学制品,11.18,9.44,9.53,9.58,18.16%,1.71,33.21%,985手,10.35,7.15万手,8.97万手,0.8,373手,10手,3,4.22亿,45.3亿元,2.73亿,29.3亿元,8.38%,12.71%,12.77%,23.14%
5,'920199,倍益康,35.88,11.43%,3.68,4.37万手,438手,35.88,35.89,-0.06%,11.52%,1.58亿,1118.66 ①,个护小家电,37.36,33.99,33.99,32.2,10.47%,5.07,9.63%,34手,36.22,2.15万手,2.22万手,0.97,145手,90手,4.64,6811万,24.4亿元,3793万,13.6亿元,10.88%,4.91%,15.42%,22.89%
6,'920699,海达尔,73,10.06%,6.67,3.71万手,1077手,72.99,73,0.00%,17.78%,2.74亿,82.49 ①,家用电器,85.66,62.89,65.67,66.33,34.33%,1.51,-78.06%,-180手,73.92,1.81万手,1.90万手,0.95,2手,163手,9.47,4563万,33.3亿元,2088万,15.2亿元,17.93%,28.98%,36.22%,76.53%
7,'920974,凯大催化,8.14,10.00%,0.74,7.75万手,1224手,8.13,8.14,-0.25%,6.03%,6102万,25.40 ①,化学制品,8.17,7.39,7.43,7.4,10.54%,3.12,-64.35%,-2359手,7.87,3.18万手,4.57万手,0.7,148手,346手,2.05,1.64亿,13.3亿元,1.28亿,10.5亿元,5.85%,2.01%,9.61%,15.72%
8,'920178,锐翔智能,248,9.65%,21.82,8.13万手,585手,247.92,248,-0.74%,55.62%,19.4亿,125.14 ④,其他自动化设备,269.9,217.02,233,226.18,23.38%,0.81,-94.09%,-249手,238.38,4.17万手,3.96万手,1.05,2手,214手,22.48,6594万,164亿元,1461万,36.2亿元,741.53%,741.53%,192.89%,192.89%
9,'920179,凯德石英,59.33,8.76%,4.78,7.72万手,294手,59.32,59.33,0.00%,12.93%,4.36亿,229.84 ①,半导体,60.58,51.98,53.74,54.55,15.77%,1.25,-32.96%,-224手,56.43,3.37万手,4.35万手,0.77,90手,434手,5.88,7497万,44.5亿元,5972万,35.4亿元,6.90%,10.12%,28.97%,64.61%
10,'920128,胜业电气,26,7.84%,1.89,2.00万手,484手,25.99,26,0.04%,8.22%,5103万,299.86 ①,被动元件,26.25,23.94,24.14,24.11,9.58%,3.91,22.25%,189手,25.53,8874手,1.11万手,0.8,222手,223手,4.11,8119万,21.1亿元,2430万,6.32亿元,6.43%,5.39%,11.57%,18.74%
11,'920075,柏星龙,22.09,7.39%,1.52,2.49万手,342手,22.08,22.09,0.41%,7.14%,5494万,44.84 ①,纸包装,23.13,20.53,20.53,20.57,12.64%,3.87,38.14%,178手,22.05,1.23万手,1.26万手,0.98,1手,26手,3.52,6482万,14.3亿元,3488万,7.70亿元,5.19%,1.84%,10.27%,16.37%
12,'920685,新芝生物,13.16,5.53%,0.69,1.41万手,400手,13.16,13.17,0.38%,2.56%,1816万,43.27 ①,通用设备,13.18,12.42,12.53,12.47,6.09%,2.51,41.47%,353手,12.91,6163手,7906手,0.78,245手,100手,2.13,9152万,12.0亿元,5490万,7.23亿元,3.22%,2.02%,4.79%,7.67%
13,'920642,通易航天,13,5.43%,0.67,3.90万手,406手,13,13.01,0.00%,3.90%,5030万,48.68 ①,国防军工,13.15,12.37,12.48,12.33,6.33%,1.19,-40.48%,-315手,12.91,1.65万手,2.24万手,0.74,100手,89手,5.91,1.04亿,13.5亿元,9996万,13.0亿元,2.77%,1.88%,7.91%,20.25%
14,'920679,前进科技,18.7,5.41%,0.96,7606手,24手,18.69,18.7,0.00%,2.05%,1398万,63.33 ①,通用设备,18.88,17.65,17.65,17.74,6.93%,2.75,-51.84%,-226手,18.39,3211手,4396手,0.73,23手,92手,2.06,5585万,10.4亿元,3718万,6.95亿元,3.09%,-0.48%,3.71%,5.77%
15,'920662,方盛股份,24.64,5.30%,1.24,2.48万手,152手,24.63,24.64,0.33%,9.16%,6144万,154.00 ①,其他通用设备,26.46,23.75,23.87,23.4,11.58%,2.08,69.97%,129手,24.82,1.43万手,1.05万手,1.37,53手,6手,4.66,8755万,21.6亿元,2701万,6.65亿元,4.41%,-0.24%,17.58%,31.25%
16,'920068,天工股份,19.64,5.14%,0.96,2.68万手,88手,19.64,19.65,-0.41%,1.54%,5230万,32349.75 ①,小金属,20.06,18.56,18.56,18.68,8.03%,1.39,0.81%,4手,19.49,1.03万手,1.65万手,0.62,209手,20手,9.59,6.56亿,129亿元,1.74亿,34.1亿元,1.39%,-0.81%,3.28%,7.10%
17,'920046,亿能电力,31.28,4.86%,1.45,9.29万手,1251手,31.27,31.28,0.00%,16.61%,2.84亿,121.72 ①,电力设备,31.8,29.28,29.96,29.83,8.45%,0.75,9.51%,127手,30.62,4.76万手,4.53万手,1.05,238手,215手,12.25,1.01亿,31.6亿元,5593万,17.5亿元,-0.70%,8.72%,45.27%,127.75%
18,'920870,恒进感应,15.54,4.58%,0.68,1.86万手,394手,15.5,15.54,0.39%,2.82%,2855万,84.69 ①,通用设备,15.54,14.86,15.06,14.86,4.58%,1.37,-62.44%,-670手,15.34,8200手,1.04万手,0.79,88手,563手,4.54,1.34亿,20.8亿元,6600万,10.3亿元,3.39%,0.91%,6.88%,13.10%
19,'920108,宏海科技,12.08,4.50%,0.52,2.43万手,260手,12.08,12.09,0.00%,3.32%,2884万,54.60 ①,家用电器,12.17,11.55,11.55,11.56,5.36%,2.03,4.19%,21手,11.89,1.03万手,1.39万手,0.74,143手,86手,4.34,1.72亿,20.8亿元,7297万,8.81亿元,4.50%,3.60%,7.10%,11.51%
20,'920300,辰光医疗,11.62,4.50%,0.5,3.09万手,267手,11.62,11.63,-0.51%,4.64%,3640万,亏损 ①,医疗器械,12.3,11.05,11.28,11.12,11.24%,2.35,37.54%,149手,11.79,1.71万手,1.38万手,1.23,210手,40手,6.22,8585万,9.98亿元,6653万,7.73亿元,0.69%,-0.51%,8.50%,14.51%
21,'920957,汉维科技,11.82,4.42%,0.5,7041手,23手,11.76,11.82,0.51%,1.65%,823万,71.18 ①,化学制品,11.85,11.25,11.25,11.32,5.30%,1.18,28.67%,109手,11.69,2636手,4405手,0.6,30手,20手,3.2,1.07亿,12.7亿元,4270万,5.05亿元,2.60%,-1.66%,4.07%,8.66%
22,'920992,中科美菱,15.2,4.40%,0.64,1.82万手,94手,15.2,15.21,-0.13%,3.72%,2727万,60.75 ①,医疗器械,15.28,14.5,14.5,14.56,5.36%,1.55,4.18%,38手,14.96,8673手,9561手,0.91,341手,109手,2.33,9673万,14.7亿元,4902万,7.45亿元,1.33%,-5.00%,6.80%,15.70%
23,'920931,无锡鼎邦,12.21,4.36%,0.51,1.47万手,134手,12.2,12.21,0.00%,5.10%,1774万,104.64 ①,专用设备,12.35,11.67,11.75,11.7,5.81%,3.4,70.94%,700手,12.09,7119手,7550手,0.94,703手,5手,2.9,9393万,11.5亿元,2878万,3.51亿元,3.74%,1.24%,7.91%,12.60%
24,'920198,微创光电,8.89,4.34%,0.37,2.05万手,52手,8.88,8.89,0.00%,2.91%,1803万,亏损 ①,计算机,8.93,8.47,8.48,8.52,5.40%,1.1,-33.28%,-370手,8.8,7640手,1.29万手,0.59,22手,292手,3.5,1.61亿,14.3亿元,7047万,6.26亿元,1.95%,0.11%,7.34%,16.16%
25,'920375,派诺科技,14.29,4.31%,0.59,4.39万手,610手,14.29,14.3,0.28%,6.77%,6201万,亏损 ①,电力设备,14.35,13.65,13.76,13.7,5.11%,0.63,30.81%,285手,14.11,1.79万手,2.60万手,0.69,88手,122手,2.02,1.09亿,15.5亿元,6492万,9.28亿元,-1.45%,3.48%,22.93%,60.44%
26,'920020,泰凯英,16.26,4.23%,0.66,1.76万手,314手,16.26,16.27,0.00%,3.17%,2852万,22.31 ①,工程机械器件,16.41,15.6,15.62,15.6,5.19%,2.04,-51.14%,-674手,16.18,6444手,1.12万手,0.58,3手,462手,3.06,2.25亿,36.6亿元,5560万,9.04亿元,3.90%,-0.73%,5.99%,10.95%
27,'920122,中纺标,25.76,4.12%,1.02,7364手,157手,25.75,25.76,0.27%,1.97%,1879万,572.09 ①,检测服务,25.79,24.76,25,24.74,4.16%,1.34,-10.66%,-45手,25.52,2719手,4645手,0.59,35手,133手,6.98,9224万,23.8亿元,3738万,9.63亿元,-0.23%,-3.66%,5.77%,9.35%
28,'920855,浙江大农,15.41,4.12%,0.61,5268手,13手,15.4,15.41,0.00%,0.79%,804万,45.08 ①,专用设备,15.45,14.74,14.92,14.8,4.80%,1.72,19.07%,44手,15.26,1532手,3736手,0.41,13手,27手,1.98,7473万,11.5亿元,6704万,10.3亿元,0.65%,-2.34%,1.86%,3.07%
29,'920221,易实精密,15.38,3.92%,0.58,8314手,126手,15.35,15.38,0.20%,1.35%,1272万,29.20 ①,汽车,15.5,14.81,14.88,14.8,4.66%,1.06,69.40%,752手,15.3,3634手,4679手,0.78,760手,20手,4.12,1.16亿,17.8亿元,6176万,9.50亿元,0.92%,-2.04%,4.31%,7.71%
30,'920021,流金科技,10.9,3.91%,0.41,38.0万手,2986手,10.9,10.91,-0.09%,15.36%,4.19亿,145.74 ①,传媒,11.49,10.42,10.49,10.49,10.20%,1.89,-7.60%,-362手,11.01,18.6万手,19.4万手,0.96,1164手,629手,5.19,3.09亿,33.7亿元,2.48亿,27.0亿元,8.46%,3.22%,31.00%,55.96%
31,'920212,智新电子,12.36,3.87%,0.46,6959手,125手,12.35,12.36,0.00%,1.35%,852万,344.24 ①,消费电子,12.4,11.85,11.85,11.9,4.62%,1.04,-10.87%,-73手,12.24,2660手,4299手,0.62,102手,98手,3.07,1.06亿,13.1亿元,5160万,6.38亿元,1.31%,-2.06%,3.96%,7.82%
32,'920768,拾比佰,12.66,3.86%,0.47,1.83万手,86手,12.65,12.66,-0.08%,2.39%,2293万,22.47 ①,家用电器,12.72,12.21,12.28,12.19,4.18%,1.5,-33.14%,-211手,12.56,6344手,1.19万手,0.53,125手,87手,1.95,1.11亿,14.0亿元,7640万,9.67亿元,2.59%,-0.94%,5.35%,10.38%
33,'920030,德众汽车,5.66,3.85%,0.21,2.67万手,145手,5.66,5.67,-0.35%,2.37%,1509万,136.65 ①,汽车,5.75,5.47,5.47,5.45,5.14%,2,-28.98%,-330手,5.66,9752手,1.69万手,0.58,170手,29手,2.32,1.79亿,10.1亿元,1.12亿,6.37亿元,1.25%,-2.41%,4.59%,8.31%
34,'920504,博迅生物,21.41,3.78%,0.78,3465手,159手,21.26,21.41,0.61%,2.03%,732万,155.08 ①,医疗器械,21.41,20.63,20.63,20.63,3.78%,1.39,-85.71%,-189手,21.13,1162手,2304手,0.5,2手,71手,4.46,4333万,9.28亿元,1709万,3.66亿元,0.38%,-2.33%,5.13%,9.33%
35,'920062,科润智控,10.87,3.72%,0.39,6.30万手,715手,10.86,10.87,0.09%,4.74%,6751万,85.08 ①,电力设备,10.95,10.43,10.49,10.48,4.96%,0.97,25.00%,771手,10.71,3.08万手,3.22万手,0.95,844手,599手,2.73,1.89亿,20.5亿元,1.33亿,14.4亿元,0.56%,2.55%,11.63%,29.16%
36,'920405,海希通讯,16.8,3.70%,0.6,1.95万手,420手,16.74,16.8,0.54%,1.77%,3190万,637.34 ①,工控设备,16.8,16.08,16.4,16.2,4.44%,1.02,41.80%,288手,16.37,7367手,1.21万手,0.61,3手,28手,2.82,1.40亿,23.6亿元,1.10亿,18.5亿元,1.82%,-6.67%,4.89%,10.49%
37,'920436,大地电气,14.74,3.66%,0.52,1.30万手,99手,14.7,14.74,0.00%,1.46%,1919万,165.00 ①,汽车电子电气系统,15.14,14.32,14.39,14.22,5.77%,1.7,-70.65%,-225手,14.77,5876手,7116手,0.83,10手,9手,3.59,9448万,13.9亿元,8887万,13.1亿元,0.20%,-2.45%,2.84%,5.77%
38,'920123,芭薇股份,12.65,3.60%,0.44,1.16万手,14手,12.64,12.65,0.00%,1.83%,1457万,35.29 ①,化妆品制造及其他,12.68,12.21,12.33,12.21,3.85%,1.08,-76.66%,-301手,12.54,3723手,7896手,0.47,15手,68手,3.3,1.12亿,14.1亿元,6363万,8.05亿元,-1.48%,-5.53%,5.14%,10.31%
39,'920717,瑞星股份,9.2,3.60%,0.32,1.29万手,204手,9.2,9.22,-0.33%,2.92%,1180万,103.48 ①,专用设备,9.25,8.87,8.92,8.88,4.28%,1.17,-5.14%,-36手,9.11,4311手,8631手,0.5,144手,30手,1.92,1.15亿,10.6亿元,4428万,4.07亿元,0.66%,-0.54%,7.03%,15.46%
40,'920118,太湖远大,22.51,3.59%,0.78,8779手,82手,22.48,22.51,-0.04%,2.80%,1945万,25.79 ①,电力设备,22.52,21.47,21.78,21.73,4.83%,0.61,-47.22%,-90手,22.16,3458手,5320手,0.65,14手,10手,2.01,5171万,11.6亿元,3134万,7.05亿元,5.29%,3.35%,8.93%,25.78%
41,'920275,驱动力,6.98,3.56%,0.24,1.34万手,106手,6.98,7,0.00%,1.01%,928万,734.56 ①,动物保健Ⅱ,7.04,6.73,6.75,6.74,4.60%,1.05,-61.88%,-217手,6.93,3440手,9948手,0.35,12手,44手,4.76,1.59亿,11.1亿元,1.32亿,9.21亿元,-2.79%,-4.38%,3.12%,5.83%
42,'920970,大禹生物,7,3.55%,0.24,2.53万手,207手,6.98,7,0.43%,3.62%,1752万,亏损 ①,动物保健Ⅱ,7.04,6.69,6.7,6.76,5.18%,1.01,-45.02%,-828手,6.91,8284手,1.71万手,0.49,5手,45手,3.15,1.11亿,7.76亿元,7007万,4.90亿元,-0.99%,-3.98%,10.27%,21.52%
43,'920149,旭杰科技,10.16,3.46%,0.34,1.12万手,465手,10.13,10.16,0.00%,1.77%,1125万,67.37 ①,建筑装饰,10.16,9.81,9.83,9.82,3.56%,1.27,-72.48%,-1033手,10.06,3844手,7339手,0.52,3手,627手,6.36,7648万,7.77亿元,6327万,6.43亿元,1.50%,-2.68%,4.08%,8.74%
44,'920753,天纺标,18.67,3.43%,0.62,5490手,134手,18.66,18.67,0.11%,1.70%,1017万,65.57 ①,检测服务,18.79,17.81,18.14,18.05,5.43%,1.23,-80.64%,-378手,18.53,1880手,3610手,0.52,31手,42手,3.71,8140万,15.2亿元,3238万,6.05亿元,0.81%,-2.30%,4.30%,8.58%
45,'920926,鸿智科技,14.51,3.42%,0.48,6352手,214手,14.49,14.51,0.35%,0.79%,917万,723.85 ①,厨房小家电,14.57,14.03,14.03,14.03,3.85%,1.35,-80.09%,-526手,14.43,2233手,4119手,0.54,20手,351手,4.64,8836万,12.8亿元,8018万,11.6亿元,3.27%,-0.96%,2.10%,3.73%
46,'920925,锦好医疗,14.91,3.40%,0.49,1.77万手,319手,14.9,14.91,0.54%,3.20%,2630万,亏损 ①,医疗器械,15.11,14.48,14.53,14.42,4.37%,1.35,5.86%,22手,14.84,7576手,1.01万手,0.75,19手,78手,4.01,9866万,14.7亿元,5530万,8.24亿元,0.13%,-2.99%,8.27%,15.04%
47,'920810,春光智能,11.29,3.39%,0.37,1.15万手,384手,11.29,11.3,0.00%,1.84%,1288万,亏损 ①,专用设备,11.32,10.91,10.91,10.92,3.75%,1.43,26.13%,277手,11.22,3671手,7801手,0.47,252手,123手,4.74,9590万,10.8亿元,6241万,7.05亿元,1.71%,-1.48%,5.33%,8.28%
48,'920639,晨光电缆,7.95,3.38%,0.26,3.16万手,494手,7.94,7.95,0.25%,2.67%,2480万,57.70 ①,电力设备,7.95,7.69,7.83,7.69,3.38%,0.42,-4.01%,-44手,7.84,1.48万手,1.69万手,0.88,18手,102手,1.87,2.02亿,16.0亿元,1.19亿,9.44亿元,-2.45%,-0.13%,10.71%,34.18%
49,'920267,鑫汇科,18.73,3.37%,0.61,6695手,126手,18.73,18.78,-0.27%,2.26%,1251万,亏损 ①,消费电子,19.11,17.86,18.01,18.12,6.90%,1.6,30.44%,59手,18.68,3000手,3696手,0.81,25手,12手,3.88,4998万,9.36亿元,2968万,5.56亿元,1.35%,-1.94%,4.95%,9.32%
50,'920508,殷图网联,19.53,3.33%,0.63,5475手,51手,19.45,19.53,0.26%,1.72%,1061万,亏损 ①,电力设备,19.55,18.9,18.9,18.9,3.44%,0.87,-31.64%,-98手,19.37,2249手,3225手,0.7,1手,31手,6.08,6000万,11.7亿元,3191万,6.23亿元,1.72%,-1.01%,4.68%,11.54%
51,'920146,华阳变速,6.85,3.32%,0.22,2.19万手,82手,6.84,6.85,-0.44%,2.04%,1504万,亏损 ①,底盘与发动机系统,6.99,6.62,6.65,6.63,5.58%,1.68,-27.37%,-281手,6.87,9328手,1.26万手,0.74,60手,2手,5.04,1.35亿,9.25亿元,1.07亿,7.34亿元,0.74%,-1.58%,4.62%,8.14%
52,'920414,欧普泰,11.69,3.27%,0.37,3.00万手,269手,11.69,11.72,-0.26%,5.35%,3493万,亏损 ①,电力设备,11.82,11.32,11.43,11.32,4.42%,0.71,20.79%,115手,11.65,1.32万手,1.68万手,0.79,131手,30手,3.47,7975万,9.32亿元,5608万,6.56亿元,-4.73%,-2.26%,22.93%,43.06%
53,'920729,永顺生物,7.9,3.27%,0.25,1.00万手,457手,7.9,7.91,0.13%,1.31%,783万,106.21 ①,动物保健Ⅱ,7.9,7.64,7.65,7.65,3.40%,1.16,51.70%,363手,7.81,4230手,5798手,0.73,15手,5手,3.17,2.73亿,21.6亿元,7683万,6.07亿元,1.15%,-2.71%,3.03%,6.94%
54,'920260,中寰股份,9.53,3.25%,0.3,1.03万手,232手,9.51,9.53,-0.10%,1.04%,966万,77.73 ①,通用设备,9.54,9.09,9.24,9.23,4.88%,1.13,29.87%,230手,9.4,4085手,6195手,0.66,4手,5手,2.18,1.04亿,9.87亿元,9888万,9.42亿元,-0.63%,-4.22%,3.45%,5.63%
55,'920719,宁新新材,11.15,3.24%,0.35,2.34万手,257手,11.12,11.15,0.00%,3.20%,2583万,亏损 ①,非金属材料Ⅲ,11.24,10.79,10.85,10.8,4.17%,0.49,-59.94%,-622手,11.03,1.11万手,1.23万手,0.9,40手,15手,9.37,9309万,10.4亿元,7319万,8.16亿元,-7.24%,-0.45%,14.17%,36.07%
56,'920478,峆一药业,15.67,3.23%,0.49,1.01万手,290手,15.67,15.68,-0.06%,2.13%,1563万,95.71 ①,化学制药,15.68,15.07,15.07,15.18,4.02%,1.37,9.88%,64手,15.5,4003手,6081手,0.66,14手,193手,2.38,7871万,12.3亿元,4724万,7.40亿元,0.45%,-3.15%,5.51%,9.96%
57,'920035,精创电气,32.17,3.21%,1,8590手,185手,32.16,32.17,0.00%,5.50%,2712万,50.03 ①,其他自动化设备,32.23,30.89,31.45,31.17,4.30%,0.73,-16.72%,-76手,31.57,4645手,3945手,1.18,29手,25手,3.14,6942万,22.3亿元,1562万,5.02亿元,5.75%,-1.95%,14.56%,42.97%
58,'920407,驰诚股份,18.2,3.17%,0.56,7052手,88手,18.19,18.2,-0.16%,2.03%,1279万,439.63 ①,通用设备,18.45,17.78,18.1,17.64,3.80%,1.15,-43.50%,-278手,18.14,2917手,4136手,0.71,21手,8手,5.67,8538万,15.5亿元,3476万,6.33亿元,2.08%,-0.22%,5.28%,10.89%
59,'920242,建邦科技,25.68,3.17%,0.79,5960手,20手,25.68,25.69,-0.31%,1.58%,1524万,24.16 ①,底盘与发动机系统,25.87,24.58,25.14,24.89,5.18%,1.36,-71.67%,-247手,25.57,2313手,3648手,0.63,5手,6手,2.47,6667万,17.1亿元,3767万,9.67亿元,1.70%,-1.31%,3.87%,7.40%
60,'920014,特瑞斯,12.06,3.17%,0.37,2.02万手,658手,12.06,12.08,0.08%,3.02%,2418万,94.11 ①,燃气Ⅱ,12.06,11.67,11.67,11.69,3.34%,1.09,67.85%,955手,11.95,7744手,1.25万手,0.62,1139手,210手,1.87,1.22亿,14.7亿元,6705万,8.09亿元,2.20%,-1.31%,8.33%,16.84%
61,'920230,欧康医药,11.82,3.14%,0.36,1.84万手,230手,11.82,11.84,-0.34%,3.89%,2160万,135.00 ①,化学制药,11.92,11.46,11.51,11.46,4.01%,0.57,18.04%,49手,11.76,6966手,1.14万手,0.61,76手,1手,2.82,1.01亿,11.9亿元,4725万,5.58亿元,-0.59%,-6.49%,11.59%,37.97%
62,'920547,无锡晶海,22.08,3.08%,0.66,3037手,23手,22.08,22.09,-0.05%,0.81%,665万,21.68 ①,生物制品,22.25,21.46,21.65,21.42,3.69%,0.65,23.70%,43手,21.91,1055手,1982手,0.53,7手,9手,2.35,7769万,17.2亿元,3772万,8.33亿元,-1.43%,-4.29%,3.24%,6.99%
63,'920779,武汉蓝电,32.1,3.05%,0.95,6476手,38手,32.1,32.11,0.00%,3.23%,2079万,72.12 ①,电力设备,32.64,31.15,31.28,31.15,4.78%,0.75,59.60%,148手,32.1,2686手,3790手,0.71,72手,32手,5.14,8007万,25.7亿元,2003万,6.43亿元,1.90%,-2.73%,10.20%,24.71%
64,'920299,灿能电力,24.17,3.03%,0.71,3.02万手,552手,24.16,24.17,0.12%,6.65%,7238万,176.50 ①,电力设备,24.38,23.3,23.44,23.46,4.60%,0.54,-56.17%,-174手,23.98,1.74万手,1.28万手,1.36,23手,18手,7.44,9011万,21.8亿元,4541万,11.0亿元,0.08%,1.68%,19.65%,68.22%
65,'920770,艾能聚,14.8,2.99%,0.43,2.63万手,679手,14.79,14.8,-0.07%,3.21%,3860万,150.70 ①,电力设备,14.88,14.31,14.36,14.37,3.97%,0.64,-10.06%,-105手,14.69,1.08万手,1.55万手,0.7,67手,247手,3.1,1.30亿,19.3亿元,8189万,12.1亿元,-4.08%,-4.58%,13.22%,28.40%
66,'920856,浩淼科技,12.08,2.98%,0.35,8453手,36手,12.08,12.12,0.17%,1.59%,1017万,亏损 ①,专用设备,12.17,11.71,11.74,11.73,3.92%,1.03,-68.98%,-361手,12.03,2836手,5617手,0.5,7手,1手,2.45,9513万,11.5亿元,5306万,6.41亿元,0.75%,-2.82%,4.57%,9.35%
67,'920132,泰鹏智能,13.9,2.96%,0.4,5506手,94手,13.85,13.9,0.36%,1.96%,758万,31.49 ①,轻工制造,13.94,13.37,13.49,13.5,4.22%,0.73,-2.81%,-12手,13.76,2020手,3486手,0.58,175手,50手,4.25,8282万,11.5亿元,2812万,3.91亿元,-3.34%,-2.66%,6.76%,15.43%
68,'920167,同享科技,20.2,2.90%,0.57,3.86万手,429手,20.17,20.2,0.00%,5.90%,7846万,15.21 ①,电力设备,20.88,20,20.69,19.63,4.48%,1.11,40.88%,193手,20.33,2.07万手,1.79万手,1.15,12手,22手,3.34,1.10亿,22.2亿元,6536万,13.2亿元,2.43%,-2.70%,13.54%,32.58%
69,'920985,海泰新能,6.38,2.90%,0.18,3.44万手,383手,6.37,6.38,0.00%,1.57%,2188万,亏损 ①,电力设备,6.43,6.22,6.22,6.2,3.39%,0.84,-61.49%,-1120手,6.36,1.20万手,2.24万手,0.54,23手,298手,3.13,3.09亿,19.7亿元,2.19亿,14.0亿元,-4.35%,-4.49%,5.42%,10.86%
70,'920682,球冠电缆,8.91,2.89%,0.25,4.03万手,935手,8.91,8.92,-0.22%,2.14%,3571万,107.83 ①,电力设备,8.99,8.67,8.71,8.66,3.70%,0.46,-44.18%,-1019手,8.86,1.67万手,2.36万手,0.71,4手,13手,2.48,3.24亿,28.9亿元,1.88亿,16.8亿元,0.91%,-0.22%,6.31%,25.33%
71,'920832,齐鲁华信,6.5,2.85%,0.18,1.26万手,47手,6.5,6.51,-0.15%,1.02%,816万,亏损 ①,非金属材料Ⅲ,6.54,6.29,6.3,6.32,3.96%,0.98,-82.62%,-626手,6.46,5090手,7540手,0.68,0手,13手,1.23,1.39亿,9.02亿元,1.23亿,8.02亿元,-1.52%,-5.25%,2.93%,6.25%
72,'920245,威博液压,25.02,2.84%,0.69,4636手,17手,24.93,25.02,-0.44%,1.22%,1157万,36.01 ①,工程机械器件,25.3,24.22,24.22,24.33,4.44%,1.05,-13.10%,-9手,24.96,1892手,2744手,0.69,5手,3手,3.5,4968万,12.4亿元,3800万,9.51亿元,-3.14%,-4.32%,3.67%,7.03%
73,'920950,迅安科技,16.03,2.82%,0.44,3863手,7手,15.99,16.03,0.25%,1.08%,614万,29.56 ①,其他通用设备,16.08,15.48,15.5,15.59,3.85%,1.28,-38.70%,-154手,15.9,1261手,2602手,0.48,1手,9手,3.57,7332万,11.8亿元,3572万,5.73亿元,0.63%,-0.99%,2.58%,5.32%
74,'920608,丰安股份,16.76,2.82%,0.46,4114手,50手,16.76,16.77,-0.06%,0.85%,683万,24.52 ①,农用机械,16.78,16.14,16.21,16.3,3.93%,1.33,-15.88%,-36手,16.6,1296手,2818手,0.46,59手,46手,2.13,6224万,10.4亿元,4822万,8.08亿元,1.39%,0.12%,1.92%,4.05%
75,'920892,广咨国际,14.25,2.81%,0.39,6677手,102手,14.18,14.25,0.35%,0.44%,940万,82.64 ①,建筑装饰,14.25,13.82,13.82,13.86,3.10%,0.76,-67.03%,-285手,14.08,3093手,3584手,0.86,27手,176手,5.43,1.70亿,24.3亿元,1.51亿,21.5亿元,0.64%,-5.88%,1.34%,3.34%
76,'920693,阿为特,31.58,2.80%,0.86,6707手,117手,31.49,31.58,0.10%,1.83%,2104万,1360.99 ①,通用设备,31.79,30.65,30.65,30.72,3.71%,0.51,-40.62%,-78手,31.37,2751手,3957手,0.7,2手,40手,6.51,7270万,23.0亿元,3661万,11.6亿元,0.61%,-2.26%,8.51%,19.72%
77,'920029,开发科技,66.29,2.79%,1.8,6454手,56手,66.29,66.32,-0.06%,0.48%,4244万,43.07 ①,通用设备,66.35,64.26,64.74,64.49,3.24%,0.8,-31.69%,-42手,65.76,3024手,3429手,0.88,3手,26手,2.43,1.39亿,92.1亿元,1.35亿,89.6亿元,-0.57%,-4.56%,1.62%,3.46%
78,'920924,广脉科技,21.41,2.78%,0.58,6.08万手,609手,21.4,21.41,-0.33%,9.30%,1.31亿,144.52 ①,通信工程及服务,22.35,20.31,20.66,20.83,9.79%,2.51,4.26%,32手,21.49,2.89万手,3.18万手,0.91,161手,275手,7.11,1.07亿,23.0亿元,6537万,14.0亿元,7.75%,2.74%,19.06%,27.79%
79,'920419,路斯股份,12.56,2.78%,0.34,9406手,15手,12.56,12.57,0.00%,0.97%,1174万,31.30 ①,饲料,12.58,12.23,12.34,12.22,2.86%,1.25,-39.90%,-171手,12.48,2737手,6669手,0.41,50手,5手,2.07,1.03亿,13.0亿元,9669万,12.1亿元,-1.87%,-4.99%,2.89%,4.87%
