序,代码,名称,最新,涨幅,涨跌,成交量,现量,买一价,卖一价,涨速,换手,成交额,市盈率,所属行业,最高,最低,开盘,昨收,振幅,量比,委比,委差,均价,内盘,外盘,内外比,买一量,卖一量,市净率,总股本,总市值,流通股本,流通市值,3日涨幅,6日涨幅,3日换手,6日换手
1571,'002884,凌霄泵业,17.51,1.16%,0.2,3.19万手,332手,17.5,17.51,0.06%,1.17%,5554万,15.99 ①,其他通用设备,17.51,17.19,17.31,17.31,1.85%,0.63,-8.57%,-24手,17.39,1.67万手,1.52万手,1.1,35手,48手,2.49,3.58亿,62.6亿元,2.73亿,47.8亿元,0.63%,-2.94%,6.02%,10.49%
1572,'002883,*ST中设,10.22,-1.45%,-0.15,6.28万手,284手,10.22,10.23,0.00%,4.10%,6410万,390.21 ①,建筑装饰,10.37,10.1,10.28,10.37,2.60%,1.04,-5.36%,-141手,10.2,4.17万手,2.12万手,1.97,35手,897手,3.41,1.56亿,16.0亿元,1.53亿,15.7亿元,5.25%,7.58%,13.79%,23.86%
1573,'002882,金龙羽,25,-0.75%,-0.19,4.34万手,406手,25,25.01,-0.04%,1.76%,1.08亿,354.33 ①,电力设备,25.3,24.6,25.19,25.19,2.78%,1.03,-9.88%,-94手,24.86,2.12万手,2.22万手,0.96,297手,194手,5.1,4.33亿,108亿元,2.47亿,61.7亿元,-3.47%,-7.24%,5.06%,10.30%
1574,'002881,美格智能,45.65,2.26%,1.01,20.9万手,2086手,45.65,45.66,0.00%,11.50%,9.43亿,73.88 ①,通信设备,45.75,43.55,44.87,44.64,4.93%,3.14,38.16%,878手,45.05,10.7万手,10.2万手,1.05,1291手,63手,5.06,3.02亿,138亿元,1.82亿,83.0亿元,12.52%,9.05%,21.87%,29.80%
1575,'002880,卫光生物,26.77,5.39%,1.37,3.49万手,370手,26.76,26.77,0.00%,1.54%,9277万,48.99 ①,血液制品,27.19,25.41,25.43,25.4,7.01%,1.97,-31.87%,-232手,26.55,1.58万手,1.91万手,0.83,20手,24手,2.48,2.27亿,60.7亿元,2.27亿,60.7亿元,4.53%,2.61%,2.46%,5.45%
1576,'002879,长缆科技,17.94,0.90%,0.16,5.99万手,571手,17.94,17.95,-0.06%,4.37%,1.06亿,639.17 ①,电力设备,17.96,17.32,17.76,17.78,3.60%,0.65,-15.56%,-258手,17.66,3.04万手,2.95万手,1.03,266手,213手,1.95,1.93亿,34.6亿元,1.37亿,24.6亿元,-2.07%,-2.29%,13.51%,38.24%
1577,'002878,元隆雅图,16.71,-6.49%,-1.16,36.6万手,1873手,16.71,16.72,0.00%,15.52%,6.01亿,亏损 ①,营销代理,17.3,16.08,16.9,17.87,6.83%,2.28,44.48%,1174手,16.43,19.3万手,17.3万手,1.12,1537手,37手,3.5,2.62亿,43.8亿元,2.36亿,39.4亿元,-12.60%,-15.95%,30.11%,49.61%
1578,'002877,智能自控,9.29,1.31%,0.12,7.57万手,1307手,9.29,9.3,0.00%,3.15%,6985万,136.03 ①,通用设备,9.29,9.15,9.17,9.17,1.53%,1.03,8.77%,422手,9.23,3.44万手,4.12万手,0.83,326手,1200手,2.72,3.56亿,33.1亿元,2.41亿,22.3亿元,2.88%,0.76%,10.51%,18.43%
1579,'002876,三利谱,29.61,-0.17%,-0.05,4.12万手,681手,29.61,29.66,0.00%,2.76%,1.21亿,38.63 ①,面板,29.7,28.77,29.63,29.66,3.14%,0.67,20.70%,166手,29.29,2.29万手,1.83万手,1.26,357手,61手,2.13,1.74亿,51.5亿元,1.49亿,44.1亿元,-2.47%,-4.64%,9.16%,23.55%
1580,'002875,安奈儿,23.35,0.69%,0.16,6.58万手,217手,23.33,23.35,0.17%,3.61%,1.52亿,82.81 ①,非运动服装,23.49,22.61,23.12,23.19,3.79%,0.95,25.45%,254手,23.08,3.18万手,3.40万手,0.93,29手,146手,8.05,2.13亿,49.7亿元,1.82亿,42.6亿元,-6.11%,-7.52%,12.29%,22.65%
1581,'002873,新天药业,9.77,-0.10%,-0.01,6.28万手,729手,9.77,9.78,0.00%,2.62%,6132万,170.58 ①,中药Ⅱ,9.94,9.61,9.78,9.78,3.37%,0.95,15.22%,214手,9.77,3.10万手,3.18万手,0.98,311手,246手,1.89,2.44亿,23.8亿元,2.40亿,23.4亿元,-0.20%,-3.93%,7.73%,16.38%
1582,'002872,ST天圣,5.5,1.29%,0.07,3.15万手,1103手,5.5,5.51,-0.18%,1.47%,1725万,亏损 ①,化学制剂,5.55,5.42,5.42,5.43,2.39%,0.8,-35.28%,-2446手,5.47,1.60万手,1.55万手,1.03,1199手,2087手,0.9,3.18亿,17.5亿元,2.15亿,11.8亿元,-0.36%,-1.08%,4.91%,10.68%
1583,'002871,伟隆股份,20.8,-0.95%,-0.2,5.97万手,742手,20.8,20.81,0.10%,4.00%,1.25亿,58.08 ①,通用设备,21.7,20.46,21.27,21,5.90%,1.16,65.98%,287手,20.96,3.35万手,2.62万手,1.28,16手,10手,4.47,2.52亿,52.4亿元,1.49亿,31.0亿元,1.86%,0.87%,12.29%,21.33%
1584,'002870,香山股份,40.07,-2.43%,-1,4.69万手,172手,40.05,40.07,0.07%,3.64%,1.88亿,亏损 ①,汽车电子电气系统,41.49,39.73,41.49,41.07,4.29%,0.55,25.44%,86手,40.1,2.62万手,2.07万手,1.26,23手,18手,3.23,1.32亿,52.9亿元,1.29亿,51.7亿元,-5.45%,-1.89%,11.77%,36.50%
1585,'002869,金溢科技,20.42,4.56%,0.89,7.09万手,696手,20.41,20.42,0.05%,4.50%,1.46亿,亏损 ①,计算机,21.08,19.4,19.42,19.53,8.60%,1.91,28.57%,200手,20.54,3.37万手,3.72万手,0.91,262手,24手,1.79,1.77亿,36.1亿元,1.58亿,32.2亿元,2.98%,-1.97%,9.12%,16.31%
1586,'002868,绿康生化,37.25,2.42%,0.88,2.40万手,92手,37.25,37.27,-0.05%,2.24%,8933万,236.91 ①,动物保健Ⅱ,38.8,36.22,36.4,36.37,7.09%,0.67,-4.39%,-10手,37.2,1.23万手,1.18万手,1.04,60手,2手,83.28,1.55亿,57.9亿元,1.07亿,39.9亿元,-3.50%,1.03%,7.73%,17.25%
1587,'002867,周大生,12.63,1.61%,0.2,5.55万手,1334手,12.62,12.63,0.00%,0.51%,6941万,11.68 ①,钟表珠宝,12.63,12.4,12.4,12.43,1.85%,0.6,-16.25%,-201手,12.51,2.23万手,3.32万手,0.67,110手,287手,2.02,10.9亿,137亿元,10.8亿,136亿元,-1.25%,-4.54%,2.31%,4.81%
1588,'002866,传艺科技,22.49,-0.04%,-0.01,12.6万手,1665手,22.48,22.49,0.00%,6.98%,2.81亿,106.41 ①,消费电子,22.55,21.84,22.29,22.5,3.16%,0.54,-23.50%,-317手,22.21,6.98万手,5.66万手,1.23,201手,40手,3.09,2.90亿,65.1亿元,1.81亿,40.8亿元,-2.98%,-18.66%,22.46%,72.02%
1589,'002865,钧达股份,95.12,-4.40%,-4.38,20.8万手,1375手,95.11,95.12,0.14%,9.30%,19.9亿,522.60 ①,电力设备,100.78,93.8,99.94,99.5,7.02%,0.7,39.85%,131手,95.73,11.4万手,9.41万手,1.21,1手,2手,7.35,3.11亿,296亿元,2.24亿,213亿元,-5.15%,-10.42%,33.31%,75.41%
1590,'002864,盘龙药业,30.49,0.03%,0.01,1.38万手,149手,30.49,30.5,0.03%,1.87%,4214万,37.23 ①,中药Ⅱ,30.97,30.27,30.56,30.48,2.30%,0.53,23.17%,114手,30.56,7386手,6400手,1.15,197手,32手,1.9,1.06亿,32.4亿元,7369万,22.5亿元,-1.58%,-3.57%,6.66%,19.62%
1591,'002863,今飞凯达,5.45,0.00%,0,10.2万手,657手,5.45,5.46,0.00%,1.71%,5568万,27.78 ①,汽车,5.5,5.37,5.45,5.45,2.39%,0.81,-51.12%,-1746手,5.44,5.26万手,4.98万手,1.06,170手,100手,1.16,5.99亿,32.7亿元,5.99亿,32.7亿元,-0.91%,-4.72%,5.91%,12.21%
1592,'002862,实丰文化,18.7,-0.80%,-0.15,3.08万手,173手,18.69,18.7,0.11%,2.44%,5750万,117.56 ①,娱乐用品,19.08,18.46,18.91,18.85,3.29%,0.92,17.14%,87手,18.68,1.60万手,1.48万手,1.09,26手,9手,10.79,1.68亿,31.4亿元,1.26亿,23.6亿元,0.70%,-4.49%,8.86%,15.69%
1593,'002861,瀛通通讯,18.79,1.08%,0.2,4.60万手,192手,18.78,18.79,0.11%,3.07%,8569万,亏损 ①,消费电子,18.88,18.25,18.53,18.59,3.39%,0.64,-38.49%,-562手,18.62,2.25万手,2.35万手,0.96,176手,91手,3.39,1.86亿,35.0亿元,1.50亿,28.2亿元,2.68%,3.81%,10.51%,26.97%
1594,'002860,星帅尔,14.05,2.03%,0.28,9.06万手,780手,14.05,14.06,-0.07%,2.58%,1.27亿,22.10 ①,家用电器,14.15,13.72,13.78,13.77,3.12%,0.54,-20.72%,-1030手,13.96,4.28万手,4.78万手,0.89,548手,453手,2.15,3.60亿,50.5亿元,3.52亿,49.4亿元,0.14%,4.60%,10.04%,26.66%
1595,'002859,洁美科技,56.78,8.46%,4.43,20.7万手,749手,56.77,56.78,0.30%,5.11%,11.5亿,128.19 ①,其他电子Ⅲ,57.59,51.15,51.94,52.35,12.30%,1.55,-71.89%,-133手,55.26,10.8万手,9.95万手,1.09,10手,3手,7.96,4.31亿,245亿元,4.06亿,230亿元,5.54%,10.47%,11.41%,21.62%
1596,'002858,力盛体育,15.09,1.00%,0.15,11.3万手,666手,15.09,15.1,0.00%,7.64%,1.70亿,102.52 ①,体育Ⅲ,15.5,14.71,14.83,14.94,5.29%,1.38,14.36%,56手,15.08,6.10万手,5.16万手,1.18,149手,24手,4.74,1.64亿,24.7亿元,1.47亿,22.2亿元,-8.04%,-10.92%,20.72%,35.23%
1597,'002857,三晖电气,22.36,0.63%,0.14,2.71万手,99手,22.36,22.37,0.04%,2.11%,6040万,亏损 ①,电力设备,22.64,21.9,22.34,22.22,3.33%,0.96,-19.85%,-53手,22.26,1.36万手,1.36万手,1,6手,12手,6.26,1.31亿,29.2亿元,1.29亿,28.8亿元,0.81%,-2.95%,6.21%,13.14%
1598,'002856,*ST美芝,19.44,5.02%,0.93,10.5万手,11手,19.44,--,0.00%,8.50%,1.96亿,亏损 ①,建筑装饰,19.44,17.87,18.52,18.51,8.48%,1,100.00%,8418手,18.62,5.52万手,5.01万手,1.1,8380手,0手,-51.69,1.35亿,26.3亿元,1.24亿,24.1亿元,13.55%,31.53%,36.81%,50.97%
1599,'002855,捷荣技术,12.46,0.24%,0.03,3.37万手,152手,12.46,12.48,0.08%,1.37%,4194万,亏损 ①,消费电子,12.65,12.25,12.45,12.43,3.22%,1.03,-19.61%,-179手,12.44,1.80万手,1.57万手,1.15,154手,66手,14.82,2.46亿,30.7亿元,2.46亿,30.7亿元,0.81%,-2.12%,4.40%,8.01%
1600,'002853,皮阿诺,29.43,0.44%,0.13,9.08万手,2622手,29.42,29.45,0.24%,7.05%,2.66亿,亏损 ①,定制家居,29.88,28.6,29.16,29.3,4.37%,1.65,-7.88%,-13手,29.35,4.37万手,4.71万手,0.93,43手,58手,6.05,1.83亿,53.8亿元,1.29亿,37.9亿元,6.28%,0.72%,18.16%,28.39%
1601,'002852,道道全,8.69,0.46%,0.04,4.07万手,451手,8.68,8.69,0.12%,1.42%,3519万,52.89 ①,农林牧渔,8.76,8.54,8.65,8.65,2.54%,0.68,-26.63%,-405手,8.65,1.95万手,2.12万手,0.92,162手,364手,1.32,3.44亿,29.9亿元,2.86亿,24.8亿元,-0.11%,-3.87%,5.32%,11.89%
1602,'002850,科达利,204.97,0.92%,1.87,4.97万手,320手,204.95,204.97,-0.01%,2.50%,10.1亿,30.64 ①,电力设备,206.67,197.88,202.68,203.1,4.33%,0.87,-0.45%,0手,202.69,2.53万手,2.44万手,1.04,26手,1手,4.13,2.76亿,565亿元,1.99亿,408亿元,6.92%,4.43%,9.95%,16.82%
1603,'002849,威星智能,17.67,-2.00%,-0.36,6.59万手,472手,17.67,17.68,0.00%,3.01%,1.16亿,38.30 ①,通用设备,18.15,17.49,17.91,18.03,3.66%,0.48,73.39%,1429手,17.69,3.69万手,2.89万手,1.28,164手,61手,2.83,2.21亿,39.0亿元,2.19亿,38.7亿元,-5.00%,-4.33%,14.91%,34.38%
1604,'002848,*ST高斯,16.95,1.99%,0.33,5.64万手,711手,16.82,16.95,-0.18%,3.42%,9221万,121.98 ①,彩电,17,16.03,16.45,16.62,5.84%,0.77,-20.61%,-175手,16.34,2.59万手,3.05万手,0.85,74手,81手,33.91,1.67亿,28.3亿元,1.65亿,28.0亿元,-2.53%,3.54%,11.87%,25.55%
1605,'002847,盐津铺子,58.3,-1.02%,-0.6,5.10万手,342手,58.29,58.3,0.02%,2.09%,3.02亿,17.23 ①,休闲食品,60.39,58.04,58.61,58.9,3.99%,1.25,-71.55%,-1016手,59.28,2.48万手,2.61万手,0.95,95手,389手,7.33,2.73亿,159亿元,2.44亿,142亿元,4.13%,4.00%,6.19%,10.47%
1606,'002846,英联股份,13.93,-0.85%,-0.12,7.15万手,642手,13.93,13.94,0.00%,2.75%,9911万,116.78 ①,轻工制造,14.08,13.7,14.05,14.05,2.70%,0.77,-45.65%,-761手,13.86,3.98万手,3.17万手,1.26,102手,184手,4.1,4.20亿,58.5亿元,2.60亿,36.2亿元,-1.90%,-9.31%,7.69%,20.64%
1607,'002845,同兴达,16.13,10.03%,1.47,24.6万手,382手,16.13,--,0.00%,9.81%,3.81亿,亏损 ①,面板,16.13,14.52,14.59,14.66,10.98%,3.3,100.00%,5.54万手,15.53,11.7万手,12.9万手,0.91,5.34万手,0手,2.16,3.28亿,52.8亿元,2.50亿,40.4亿元,9.28%,7.18%,15.99%,24.69%
1608,'002843,泰嘉股份,27.31,5.89%,1.52,26.7万手,1173手,27.3,27.31,-0.29%,10.66%,7.06亿,70.26 ①,通用设备,27.8,24.86,25.5,25.79,11.40%,0.85,-56.26%,-301手,26.48,12.2万手,14.5万手,0.84,15手,3手,5.11,2.52亿,68.7亿元,2.50亿,68.3亿元,-2.98%,-1.69%,32.73%,73.26%
1609,'002842,翔鹭钨业,33.3,-6.70%,-2.39,42.2万手,3477手,33.3,33.31,0.00%,15.70%,14.1亿,10.87 ①,钨,36.16,32.57,36,35.69,10.06%,1.07,10.59%,221手,33.56,24.3万手,17.9万手,1.36,312手,233手,7.46,3.27亿,109亿元,2.68亿,89.4亿元,-12.69%,-11.72%,39.76%,89.44%
1610,'002841,视源股份,39.39,0.90%,0.35,4.07万手,403手,39.39,39.4,0.00%,0.78%,1.59亿,27.76 ①,消费电子,39.5,38.78,39.06,39.04,1.84%,0.73,-57.81%,-677手,39.16,2.01万手,2.06万手,0.97,184手,827手,2.02,6.96亿,274亿元,5.19亿,205亿元,1.39%,0.64%,2.96%,6.16%
1611,'002840,华统股份,10.4,2.16%,0.22,23.9万手,2229手,10.4,10.41,0.00%,3.00%,2.45亿,亏损 ①,肉制品,10.48,10.03,10.27,10.18,4.42%,0.49,-30.58%,-1286手,10.24,12.9万手,11.0万手,1.16,347手,234手,2.32,8.02亿,83.4亿元,7.97亿,82.8亿元,-6.98%,-16.40%,12.19%,33.55%
1612,'002839,张家港行,4.4,0.23%,0.01,19.0万手,2789手,4.4,4.41,-0.23%,0.78%,8356万,4.66 ①,农商行Ⅲ,4.42,4.36,4.38,4.39,1.37%,0.8,-9.67%,-3899手,4.4,8.62万手,10.4万手,0.83,5126手,202手,0.56,24.4亿,108亿元,24.4亿,107亿元,-1.12%,-1.57%,3.05%,5.66%
1613,'002838,道恩股份,37.35,-1.29%,-0.49,5.41万手,355手,37.35,37.36,0.13%,1.29%,2.02亿,37.51 ①,改性塑料,38.1,37,37.59,37.84,2.91%,0.49,-69.61%,-339手,37.39,2.80万手,2.61万手,1.07,1手,4手,4.75,4.78亿,179亿元,4.21亿,157亿元,0.40%,4.71%,5.84%,14.40%
1614,'002836,新宏泽,12.71,-1.24%,-0.16,2.66万手,357手,12.71,12.72,0.32%,1.15%,3392万,44.15 ①,纸包装,13.02,12.62,12.86,12.87,3.11%,0.9,38.39%,172手,12.77,1.51万手,1.14万手,1.32,3手,54手,7.37,2.30亿,29.3亿元,2.30亿,29.3亿元,1.19%,-2.98%,3.75%,7.54%
1615,'002835,同为股份,15.18,1.34%,0.2,2.67万手,63手,15.18,15.19,0.00%,2.09%,4028万,30.01 ①,计算机,15.24,14.86,15.04,14.98,2.54%,1.05,-33.85%,-304手,15.11,1.19万手,1.48万手,0.8,70手,42手,2.61,2.19亿,33.3亿元,1.27亿,19.3亿元,0.60%,-2.94%,6.25%,12.12%
1616,'002833,弘亚数控,21.16,-0.66%,-0.14,8.13万手,791手,21.16,21.18,0.14%,2.82%,1.72亿,15.46 ①,专用设备,21.54,20.84,21.3,21.3,3.29%,0.88,-5.54%,-21手,21.11,4.54万手,3.59万手,1.26,94手,22手,3,4.24亿,89.8亿元,2.88亿,61.0亿元,-5.15%,-4.12%,9.31%,18.84%
1617,'002832,比音勒芬,20.35,-0.78%,-0.16,12.4万手,836手,20.35,20.36,-0.20%,3.19%,2.55亿,7.52 ①,非运动服装,21.3,20.24,20.57,20.51,5.17%,0.9,-31.06%,-182手,20.54,5.91万手,6.50万手,0.91,48手,36手,2.03,5.71亿,116亿元,3.89亿,79.2亿元,-2.91%,-1.69%,11.07%,20.89%
1618,'002831,裕同科技,44.64,10.00%,4.06,17.6万手,739手,44.64,--,0.00%,3.45%,7.60亿,41.80 ①,纸包装,44.64,40.32,40.6,40.58,10.65%,1.39,100.00%,3.58万手,43.15,8.20万手,9.42万手,0.87,3.51万手,0手,3.33,9.21亿,411亿元,5.11亿,228亿元,6.79%,8.56%,7.43%,15.82%
1619,'002830,名雕股份,23.54,1.25%,0.29,2.71万手,251手,23.54,23.55,0.04%,4.05%,6343万,232.99 ①,建筑装饰,23.66,23.09,23.3,23.25,2.45%,0.81,-34.41%,-214手,23.43,1.31万手,1.40万手,0.94,8手,9手,4.59,1.33亿,31.4亿元,6685万,15.7亿元,1.86%,-2.24%,13.76%,29.12%
1620,'002829,星网宇达,24.83,7.54%,1.74,16.5万手,2084手,24.82,24.83,0.00%,11.29%,4.03亿,亏损 ①,国防军工,24.92,23.06,23.23,23.09,8.06%,2.42,-53.18%,-1086手,24.45,6.88万手,9.61万手,0.72,47手,235手,3.33,2.08亿,51.6亿元,1.46亿,36.3亿元,11.20%,4.28%,22.04%,34.63%
1621,'002828,贝肯能源,11.22,-2.18%,-0.25,11.8万手,1162手,11.22,11.23,0.00%,5.87%,1.32亿,亏损 ①,油服工程,11.36,11.04,11.33,11.47,2.79%,1.3,-41.64%,-1163手,11.19,6.23万手,5.57万手,1.12,249手,979手,3.45,2.01亿,22.6亿元,2.01亿,22.6亿元,0.00%,-3.44%,16.84%,28.44%
1622,'002827,高争民爆,31.46,1.19%,0.37,3.31万手,421手,31.46,31.47,-0.03%,1.20%,1.03亿,230.09 ①,化学制品,31.67,30.63,30.96,31.09,3.35%,0.84,-2.88%,-15手,31.15,1.61万手,1.70万手,0.95,41手,44手,8.07,2.77亿,87.2亿元,2.76亿,86.8亿元,-1.19%,-4.38%,3.38%,8.38%
1623,'002826,易明医药,18.71,-0.11%,-0.02,3.12万手,123手,18.71,18.73,-0.11%,1.71%,5804万,45.39 ①,化学制剂,18.85,18.43,18.77,18.73,2.24%,0.72,-30.64%,-311手,18.59,1.58万手,1.54万手,1.03,123手,119手,4.26,1.91亿,35.7亿元,1.83亿,34.2亿元,0.81%,-4.69%,6.14%,13.58%
1624,'002825,纳尔股份,11.28,1.17%,0.13,12.8万手,2897手,11.28,11.29,0.00%,4.97%,1.43亿,55.58 ①,其他塑料制品,11.47,10.93,11.02,11.15,4.84%,0.95,-56.53%,-2077手,11.17,6.58万手,6.18万手,1.07,450手,386手,2.32,3.42亿,38.5亿元,2.57亿,28.9亿元,7.12%,11.13%,16.76%,31.14%
1625,'002824,和胜股份,26.84,2.84%,0.74,13.7万手,577手,26.84,26.85,0.04%,6.06%,3.61亿,84.91 ①,有色金属,27.12,25.47,25.99,26.1,6.32%,0.91,87.72%,1471手,26.33,6.26万手,7.44万手,0.84,333手,52手,3.58,3.11亿,83.5亿元,2.26亿,60.7亿元,1.40%,-5.02%,16.34%,39.37%
1626,'002823,凯中精密,16.58,0.36%,0.06,6.21万手,526手,16.58,16.59,0.06%,2.84%,1.03亿,26.03 ①,电力设备,16.76,16.31,16.65,16.52,2.72%,0.9,-20.15%,-324手,16.54,3.01万手,3.20万手,0.94,216手,306手,2.58,3.28亿,54.4亿元,2.19亿,36.3亿元,2.88%,0.27%,9.52%,18.61%
1627,'002822,ST中装,3.09,-2.83%,-0.09,16.3万手,1270手,3.09,3.1,0.00%,1.52%,5077万,亏损 ①,建筑装饰,3.18,3.08,3.18,3.18,3.14%,1.13,-4.08%,-1196手,3.12,11.1万手,5.19万手,2.14,813手,2490手,5.58,19.5亿,60.3亿元,10.7亿,33.0亿元,2.32%,0.65%,4.57%,8.29%
1628,'002820,桂发祥,11.33,-0.35%,-0.04,4.39万手,281手,11.32,11.33,0.27%,2.18%,4982万,77.74 ①,休闲食品,11.53,11.17,11.37,11.37,3.17%,0.91,-63.72%,-498手,11.36,2.16万手,2.22万手,0.97,1手,199手,2.6,2.01亿,22.8亿元,2.01亿,22.8亿元,-0.87%,-2.91%,7.04%,14.23%
1629,'002819,东方中科,27.93,0.90%,0.25,3.15万手,558手,27.93,27.94,-0.04%,1.33%,8765万,亏损 ①,通用设备,28.06,27.4,27.53,27.68,2.38%,0.62,26.62%,415手,27.83,1.41万手,1.74万手,0.81,52手,204手,2.13,3.00亿,83.7亿元,2.37亿,66.1亿元,-1.31%,-1.31%,5.14%,12.00%
1630,'002818,富森美,11.39,0.53%,0.06,4.99万手,584手,11.38,11.39,0.00%,1.67%,5677万,5.50 ①,商贸零售,11.42,11.25,11.29,11.33,1.50%,1.02,-65.26%,-965手,11.37,2.58万手,2.41万手,1.07,107手,473手,1.43,7.48亿,85.2亿元,2.98亿,34.0亿元,0.18%,-1.39%,5.08%,9.89%
1631,'002817,黄山胶囊,7.92,-0.25%,-0.02,4.94万手,291手,7.91,7.92,0.25%,1.70%,3923万,34.11 ①,化学制药,8.05,7.83,7.96,7.94,2.77%,0.86,-18.28%,-230手,7.94,2.73万手,2.21万手,1.24,63手,205手,2.42,2.99亿,23.7亿元,2.90亿,23.0亿元,0.25%,-4.00%,5.29%,11.57%
1632,'002816,*ST和科,25.25,1.53%,0.38,2.10万手,189手,25.22,25.25,0.04%,2.10%,5257万,亏损 ①,专用设备,25.32,24.73,24.87,24.87,2.37%,0.62,-77.17%,-365手,25.02,1.05万手,1.05万手,1,20手,146手,10.6,1.00亿,25.2亿元,1.00亿,25.2亿元,0.28%,2.56%,8.47%,19.11%
1633,'002815,崇达技术,15.72,-0.25%,-0.04,32.1万手,2096手,15.71,15.72,0.06%,4.12%,5.00亿,149.61 ①,印制电路板,15.91,15.23,15.63,15.76,4.31%,0.67,21.04%,642手,15.6,16.3万手,15.7万手,1.04,257手,19手,2.18,12.3亿,194亿元,7.77亿,122亿元,-2.54%,-2.84%,14.43%,34.91%
1634,'002813,路畅科技,25.02,-0.60%,-0.15,1.74万手,91手,25.02,25.03,0.04%,1.45%,4333万,亏损 ①,汽车电子电气系统,25.51,24.61,25.26,25.17,3.58%,0.47,14.29%,26手,24.97,9340手,8013手,1.17,25手,7手,14.54,1.20亿,30.0亿元,1.20亿,30.0亿元,-0.36%,-8.25%,6.56%,16.73%
1635,'002811,郑中设计,13.27,-0.08%,-0.01,5.35万手,387手,13.27,13.28,-0.23%,1.89%,7124万,28.60 ①,建筑装饰,13.49,13.14,13.28,13.28,2.64%,0.98,-34.83%,-202手,13.31,2.68万手,2.67万手,1,30手,7手,2.81,3.08亿,40.9亿元,2.83亿,37.5亿元,-0.23%,-3.77%,6.07%,11.58%
1636,'002810,山东赫达,26.29,5.16%,1.29,12.0万手,1652手,26.29,26.3,0.04%,3.69%,3.05亿,22.35 ①,化学制品,26.42,24.51,24.74,25,7.64%,0.54,-8.01%,-121手,25.51,5.22万手,6.73万手,0.78,140手,793手,4.12,3.49亿,91.8亿元,3.24亿,85.1亿元,-1.54%,-5.23%,15.88%,37.75%
1637,'002809,红墙股份,10.88,-1.72%,-0.19,21.0万手,8510手,10.88,10.89,-0.46%,12.36%,2.30亿,亏损 ①,化学制品,11.34,10.73,11.21,11.07,5.51%,0.85,7.09%,84手,10.93,12.6万手,8.45万手,1.49,132手,20手,1.48,2.40亿,26.1亿元,1.70亿,18.5亿元,-5.06%,1.49%,61.54%,84.88%
1638,'002808,*ST恒久,--,--,--,--,--,--,--,--,--,--,亏损 ①,光学元件,--,--,--,2.83,--,--,--,--,--,--,--,--,--,--,3.18,2.69亿,7.61亿元,1.87亿,5.29亿元,--,--,--,--
1639,'002807,江阴银行,4.45,0.45%,0.02,16.0万手,4278手,4.45,4.46,-0.22%,0.65%,7102万,7.47 ①,农商行Ⅲ,4.47,4.42,4.43,4.43,1.13%,0.66,-2.25%,-1216手,4.45,7.28万手,8.70万手,0.84,4118手,122手,0.55,24.6亿,110亿元,24.6亿,109亿元,-1.11%,-0.67%,2.94%,5.60%
1640,'002806,华锋股份,15.55,4.86%,0.72,19.2万手,2375手,15.54,15.55,-0.06%,11.02%,2.97亿,亏损 ①,底盘与发动机系统,16.22,14.72,14.98,14.83,10.11%,2.32,-66.17%,-4240手,15.47,8.61万手,10.6万手,0.81,66手,547手,2.96,2.12亿,33.0亿元,1.74亿,27.1亿元,2.64%,3.39%,20.76%,34.78%
1641,'002805,丰元股份,23.76,-2.38%,-0.58,22.1万手,2519手,23.75,23.76,-0.08%,7.94%,5.26亿,21.62 ①,电力设备,24.32,23.41,24.15,24.34,3.74%,0.69,3.14%,60手,23.75,11.7万手,10.4万手,1.13,480手,212手,7.12,2.80亿,66.5亿元,2.79亿,66.2亿元,-3.30%,-6.68%,31.93%,65.25%
1642,'002803,吉宏股份,22.86,2.19%,0.49,10.9万手,1238手,22.85,22.86,-0.17%,3.76%,2.47亿,35.57 ①,互联网电商,22.98,22.1,22.36,22.37,3.93%,0.73,-27.94%,-218手,22.73,5.40万手,5.46万手,0.99,85手,273手,3.72,4.50亿,103亿元,2.89亿,66.0亿元,0.40%,3.21%,12.74%,29.62%
1643,'002802,洪汇新材,14.29,-2.06%,-0.3,6.24万手,655手,14.28,14.29,0.28%,4.17%,8919万,50.65 ①,化学制品,14.65,14.1,14.6,14.59,3.77%,0.76,67.67%,674手,14.29,3.43万手,2.82万手,1.22,30手,23手,3.96,1.81亿,25.9亿元,1.50亿,21.4亿元,-0.49%,-3.38%,12.31%,31.57%
1644,'002800,天顺股份,18.63,0.76%,0.14,7.96万手,686手,18.63,18.65,-0.11%,5.38%,1.46亿,401.25 ①,公路货运,18.75,17.85,18.48,18.49,4.87%,1.37,57.19%,625手,18.37,4.36万手,3.60万手,1.21,137手,10手,5.74,1.52亿,28.4亿元,1.48亿,27.5亿元,6.40%,-0.32%,15.74%,25.07%
1645,'002799,环球印务,8.7,-0.34%,-0.03,4.44万手,236手,8.69,8.7,0.12%,1.39%,3865万,297.79 ①,纸包装,8.85,8.59,8.76,8.73,2.98%,0.81,-62.11%,-708手,8.7,2.39万手,2.05万手,1.16,58手,114手,2.19,3.20亿,27.8亿元,3.20亿,27.8亿元,1.05%,-2.03%,5.54%,9.99%
